product_description,reason_for_recall,status,classification,recalling_firm,recall_initiation_date,voluntary_mandated,city,state
"All Clean Hand Sanitizer, Fresh Scent, 1 Liter bottles, Ethyl Alcohol 70.00%, Produced by Eskbiochem SA de CV Ave Mexico Japon 50 Celaya, Gto. Mexico 38010, Distributed by All Clean Natural LTD, UPC Code 6 28055 37013 0",Chemical Contamination: Product contains undeclared methanol.,Terminated,Class I,Itech 361 LLC,20200623,Voluntary: Firm initiated,Sunland Park,NM
"lidocaine HCl, 1%, 10 mg per mL (50 mg per 5 mL), 5 mL Total Volume in a syringe, Rx only, PharMEDium, Product code 2R3106.",Stability Data Does Not Support Expiry: potential loss of potency in drugs packaged and stored in syringes.,Terminated,Class II,"Pharmedium Services, LLC",20150717,Voluntary: Firm initiated,Lake Forest,IL
"TURBO DROPS (PHEN 2.5% / CYCLO 1%/ TROP 1%/ KETO 0.5%) OPHTH SOLN, 5 ML per dropper bottle, RXQ Compounding, 340 West State Street, Unit 9, Athens, OH 45701. NDC 70731-0205-05",Lack of Assurance of Sterility,Terminated,Class II,RXQ Compounding LLC,20190619,Voluntary: Firm initiated,Athens,OH
"Duloxetine Delayed-release Capsules, USP, 60 mg, Rx Only, 1000 count bottle, Manufactured by: Laboratorios Dr. Esteve, S.A., Barcelona, Spain, Distributed by: Breckenridge Pharmaceutical, Inc., Boca Raton, FL 33487, NDC: 51991-748-10",Presence of Foreign Tablets/Capsules: one foreign capsule identified as omeprazole 10 mg was found in the bottle,Terminated,Class III,"Breckenridge Pharmaceutical, Inc",20151021,Voluntary: Firm initiated,Berlin,CT
"Easy Care First Aid Class A ANSI 25 Person, First Aid Kit, containing Easy Care first aid After Burn Cream 0.9 g packets, Product # 9999-2150",Microbial Contamination of Non-Sterile Products: FDA Laboratory results found product to be contaminated with Bacillus lichenformis and Bacillus sonorensis.,Terminated,Class I,GFA Production Xiamen Co. Ltd.,20221223,Voluntary: Firm initiated,Xiamen,N/A
"Ethacrynic Acid Tablets USP, 25 mg, 100 Tablets per Bottle, Rx only, Distr. by: West-Ward Pharmaceuticals Corp., Eatontown, NJ 07724, NDC: 0054-0415-25.",Failed Impurities/Degradation Specifications: Out of Specification for impurity 6 and total degradants.,Terminated,Class III,West-Ward Columbus Inc,20200513,Voluntary: Firm initiated,Columbus,OH
"Cold Relief (acetaminophen 250 mg, guaifenesin 200mg, phenylephrine HCl 5 mg) 2 tablets per packet, Mfd. for First Aid Direct, Mason, OH 45040, NDC 42961-112-03",cGMP deviations,Terminated,Class II,Ultra Seal Corporation,20220124,Voluntary: Firm initiated,New Paltz,NY
"Sulfamethoxazole and Trimethoprim Tablets, USP, 800 mg/160 mg DOUBLE STRENGTH, 100-count bottle, Rx only, Mfg. by: Mutual Pharmaceutical Company, Inc., Philadelphia, PA 19124, Dist. by: Sun Pharmaceutical Industries, Inc., Cranbury, NJ 08512, NDC 53489-0146-01",Presence of foreign substance -This recall has been intiated due to the presence of a polyethylene piece on the finished product.,Terminated,Class II,"Mutual Pharmaceutical Company,  Inc.",20151009,Voluntary: Firm initiated,Philadelphia,PA
"Calcitonin Salmon Nasal Spray, USP, 2200 International Units per mL corresponding to 200 International Units/spray, 3.7 mL bottle, Rx only, Manufactured by: Par Pharmaceutical, Chestnut Ridge, NY  10977, NDC 49884-161-11.",Failed Impurities/Degradation Specifications and Subpotent Drug: High Out of Specification results for a known and unknown impurity as well as low Out of Specification results for assay.,Terminated,Class II,"Endo Pharmaceuticals, Inc.",20230302,Voluntary: Firm initiated,Malvern,PA
"Rocuronium Bromide Injection Solution 5 mL, 50 mg/5 mL (10 mg/mL) Single-Dose Syringe, Rx Only, Cantrell Drug Company 7321 Cantrell Rd. Little Rock, AR 72207 877-666-5222, NDC 52533-064-15",Lack of Sterility Assurance.,Terminated,Class II,Cantrell Drug Company,20170714,Voluntary: Firm initiated,Little Rock,AR
"Dr. King's Natural Medicine Homeopathic ClaustroPlex, 2 fl. oz. (59 mL), King Bio, Inc. 3 Westside Dr. Asheville, NC 28806, UPC 357955503521,  NDC 57955-5035-2",Microbial contamination,Terminated,Class I,King Bio Inc.,20180720,Voluntary: Firm initiated,Asheville,NC
"MYO-DEN (30 ml) 25 mg/ml Injection, Multi-Dose Vial, Sterile, Room Temperature, The Compounding Pharmacy of America, Knoxville, TN",Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,Terminated,Class II,The Compounding Pharmacy of America,20150602,Voluntary: Firm initiated,Knoxville,TN
"Zolpidem Tartrate Tablets, 10 mg Tablets, CIV,  Packaged in A) 100 Count Bottles (NDC: 64679-715-01) and B) 500 Count Bottles (NDC: 64679-715-04), Rx only.  Manufactured by: Wockhardt Limited, Mumbai, India. Distributed by: Wockhardt USA LLC 20 Waterview Blvd. Parsippany, NJ 07054 USA.",CGMP Deviations: Firm did not adequately investigate customer complaints.,Terminated,Class II,Wockhardt Usa Inc.,20150422,Voluntary: Firm initiated,Parsippany,NJ
"HYDROmorphone HCl 6 mg/30 mL in 0.9% Sodium Chloride (0.2 mg/mL) Single-Dose Syringe, Rx Only, Cantrell Drug Co. 7321 Cantrell Road Little Rock, AR 72207, NDC 52533-002-03",Lack of Assurance of Sterility - the firm is recalling select sterile drug products.,Terminated,Class II,Cantrell Drug Company,20161118,Voluntary: Firm initiated,Little Rock,AR
"Dayma SUPER FORTE XL10 (Camphor 0.5%, Menthol 2%, Methyl Salicylate 2%) Pain Relieving Topical Analgesic Gel, 4 Oz (113.4 g) jar, Distributed by: Biosfera International Distribution, LLC., Miami Lakes, FL 33016, NDC 63788-118-04.","CGMP Deviations: products were manufactured with lack of process validation, cleaning validation, stability studies, and other current good manufacturing practice violations.",Terminated,Class II,Pharma-Natural Inc.,20190621,Voluntary: Firm initiated,Miami Lakes,FL
"ROSACEA CREAM ( Metronidazole 1%, Niacinamide 4%), Rx only, Synergy RX, 4901 Morena Blvd # 504-A San Diego, CA 92117 (855) 792-6676",Lack of Assurance of Sterility: There are also CGMP Deviations.,Terminated,Class II,Synergy Rx,20170210,Voluntary: Firm initiated,San Diego,CA
"Kroger Jock Itch Cream, Clotrimazole Cream USP, 1%, Antifungal Cream, NET WT .5 OZ (15 g), Distributed by The Kroger CO, Cincinnati, Ohio 45202 Made in Canada, NDC 30142-510-01",Failed Impurities/Degradation Specifications: An unknown degradation impurity was detected slightly above the specification limit in Clotrimazole Cream USP 1%.,Terminated,Class II,"Taro Pharmaceuticals U.S.A., Inc.",20201117,Voluntary: Firm initiated,Hawthorne,NY
"Arthrotec 75 (diclofenac sodium and misoprostol) tablets, 75 mg/200 mcg, a) 30-count tablets per bottle (NDC 54868-4165-1); b) 60-count tablets per bottle (NDC 54868-4165-0); Rx only, Mfg. By: G.D. searle LLC Div Pfizer, New York, NY  10017; Repacked & distributed by: Physicians total Care, Inc., Tulsa, OK  74146.",Tablet Separation: The manufacturer of Arthrotec had recalled the lots that were used to re-package this product because they may contain broken tablets.,Terminated,Class II,"Physicians Total Care, Inc.",20110919,Voluntary: Firm initiated,Tulsa,OK
"ZTE-1034 Formula Antimicrobial Bowel. Contents 1000ml. WHP Homeopathic Medicine, For Manufacturing Use Only, REMEDY: Arsenicum Album 10X, Baptisia Tinctoria 10X, Pulsatilla 10X, Lachesis Mutus 11X, Rhus Toxicodendron 10X, Belladonna 7X, Colchicum Autumnale 5X, Aconitum Napellus 8X, Astragalus Menziesli 8X, Carbo Vegetabilis 8X, Chamomilla 3X, Hydrastis Canadensis 3X, Echinacea Angustifolia 12X, Pulsatilla 11X, Anas Barariae, Hepatis ET 60C, Anas Barariae, Hepatis ET 100C,  Anas Barariae, Hepatis ET 200C, Carduus Marianus 6X, Taraxacum Officinale 4X, Berberis Aquifolium 8X, Zingiber Officinal 8X, Allium Sativum 4X, Dilution Alcohol 20%.    Causticum 30X, Conium Maculatum 8X, Conium Maculatum 12X, Crataegus Oxyacantha 12X, Crataegus Oxyacantha 30X, Ignatia Amara 24X, Lycopus Virginicus 12X, Phosphoricum Acidum 12X, Phosphoricum Acidum 24X, Rhus Toxicodendron 24X, Secale Cornutum 24X, Secale Cornutum 30X, Sepia 6X, Sepia 24X, Solanum Nigrum 30X, Zincum Valericanicum 8X, Zincum Valerianicum 12X, Dilution Alcohol 20%.  Manufactured for Optimal Health Dimensions. RX Only. anufactured by Washington Homeopathic Products, Inc. 260 JR Hawvermale Way, Berkeley Springs, WV, 25411.",Out-of-specification test results obtained for identification testing based on HPTLC analysis.,Terminated,Class II,"Washington Homeopathic Products, Inc.",20210820,Voluntary: Firm initiated,Berkeley Springs,WV
"Tiagabine Hydrochloride Tablets, 2 mg, 30-count bottle, Distributed by Sun Pharmaceutical Industries. Inc. Cranbury NJ 08512, Manufactured by: Sun Pharmaceutical Industries Limited Halol-Baroda Highway, Halol-389 350, Gujarat, India. NDC#:  62756-200-83",Failed Impurities: Out of Specification (OOS) result observed during Related Substances testing,Terminated,Class II,SUN PHARMACEUTICAL INDUSTRIES INC,20230710,Voluntary: Firm initiated,Princeton,NJ
"CYANOCOBALAMIN, Tablet, 100 mcg, Over The Counter, Distributed by: AidaPak Service, LLC, NDC 00536354201.","Labeling: Label Mixup: CYANOCOBALAMIN, Tablet, 100 mcg may have potentially been mislabeled as the following drug:  guaiFENesin ER, Tablet, 600 mg, NDC 63824000834, Pedigree: AD62834_7, EXP: 5/24/2014.",Terminated,Class II,"Aidapak Services, LLC",20130702,Voluntary: Firm initiated,Vancouver,WA
"Sodium Chloride Injection, USP, a) Product code 2B1301- 50 mL in Viaflex Container Quad Pack (NDC 0338-0049-11); b) 2B1302- 100mL in Viaflex Quad Pack (NDC 0338-0049-18); c) 2B1306- 50 mL in Viaflex Single Pack (NDC 0338-0049-41; d) 2B1307- 100mL in Viaflex Single Pack (NDC 0338-0049-48); e) 2B1308- 50 ML in Viaflex Multi Pack (NDC 0338-0049-31); f) 2B1309- 100mL in Viaflex Multi Pack (NDC 0338-0049-38), Rx Only, Baxter, Deerfield, IL 60015",Lack of Assurance of Sterility: Specific lot numbers of these products have been identified for potential administration port leakage. The potential for leakage is the result of a manufacturing issue which occurred during the sealing of the closure assembly at the administration port.,Terminated,Class II,Baxter Healthcare Corp.,20130521,Voluntary: Firm initiated,Deerfield,IL
"phenylephrine 50 mg added to 0.9% sodium chloride 250mL, CONCENTRATION = 200mcg/mL, IV Bag, Rx Only,  Central Admixture Pharmacy Services, Inc., 2200 South 43rd Avenue, Phoenix, AZ 85043. NDC:72196-7039-1",Lack of assurance of sterility. Validation data for decontamination cycles is lacking.,Terminated,Class II,"Central Admixture Pharmacy Services, Inc.",20230714,Voluntary: Firm initiated,Phoenix,AZ
"Phentolamine 20 mg/ml Injection, compounded by Olympia Pharmacy, Orlando, FL",Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,Ongoing,Class II,"Lowlite Investments, Inc. D/B/A Olympia Pharmacy",20130529,Voluntary: Firm initiated,Orlando,FL
"Progesterone 200 mg Troche, 30 troches per bottle, MasterPharm, 115-02 Liberty Ave, Richmond Hill, NY 11419, (866) 630-5600",Lack of Processing Controls (lack of assurance of conformity to specifications).,Terminated,Class II,MasterPharm LLC,20200702,Voluntary: Firm initiated,South Richmond Hill,NY
"ePHEDrine Sulfate 10 mg per mL  50 mg per 5 mL  in 0.9% 5 mL Sodium Chloride  5 mL syringe,  For IV Use, Rx Only, PharMEDium 913 N Davis Avenue Cleveland, MS  NDC 71030-001-09",Firm is recalling 46 lots of various products because of a lack of sterility assurance.,Terminated,Class II,"PharMEDium Services, LLC",20200316,Voluntary: Firm initiated,Dayton,NJ
"Methylcobalamin 12.5 mg/mL, Injectable Liquid, packaged in a) 5 mL amber vial, and b) 50 mL amber vial, Rx only, Partell Specialty Pharmacy, 5835 S. Eastern Ave. #101, Las Vegas, NV 89119 (702) 791-3800",Lack of Assurance Sterility: Firm is recalling various drug products due to a non-approved method of sterilization.,Terminated,Class II,Partell Specialty Pharmacy,20180322,Voluntary: Firm initiated,Las Vegas,NV
"MAGNESIUM CHLORIDE, PRESERVATIVE FREE 20% INJECTABLE	100 ML  	  	1000 ML  	500 ML  	  	  	  	  	600 ML  	  	  	  	  	  	750 ML;  MAGNESIUM SULFATE  50% (500MG/ML) INJECTABLE	14 ML  	20 ML  	4 ML;  	  MAGNESIUM SULFATE IN 5% DEXTROSE 1% (1GM/100ML) INJECTABLE	2400 ML;  	  	  	  	  	  MAGNESIUM SULFATE IN 5% DEXTROSE 4% (2GM/50ML) INJECTABLE	1200 ML;  MAGNESIUM SULFATE, P.F. 50% (500MG/ML) INJECTABLE	180 ML  	240 ML  	4 ML  	  	  	6 ML  (14 DIFFERENT PRODUCTS)",Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012. FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.,Terminated,Class II,"Franck's Lab Inc., d.b.a. Franck's Compounding Lab",20120521,Voluntary: Firm initiated,Ocala,FL
"triple therapy, LANSOPRAZOLE DR Capsules USP 30mg, CLARITHROMYCIN Tablets USP 500mg, AMOXICILLIN Capsules USP 500mg, 8 count Blister Pack  Lansoprazole DR Capsules USP &  Clarithromycin Tablets USP, MANUFACTURED Israel for Teva Pharmaceuticals USA, Sellersville, PA 18960, Amoxicillin Capsules USP manufactured in Canada, for  Teva Pharmaceuticals USA, Sellersville, PA 18960. NDC# 0093-8055-78",Failed Impurities/Degradation Specifications: This recall is due to out of specification for impurities test results obtained during stability testing for Lansoprazole.,Terminated,Class II,Teva Pharmaceuticals USA,20140401,Voluntary: Firm initiated,Horsham,PA
"Alprazolam Orally Disintegrating Tablets, USP 2 mg, 100 count bottles, Rx Only, MFG. BY ACTAVIS ELIZABETH LLC., Elizabeth, NJ, NDC 0228-4025-11",Failed Tablet/Capsule Specifications; partial tablet erosion resulting in tablet weights below specification in some tablets,Terminated,Class II,Actavis Elizabeth LLC,20131009,Voluntary: Firm initiated,Elizabeth,NJ
"Desmopressin Acetate Tablets 0.2mg, 100-count bottles, RX Only, Distributed by: Avet Pharmaceuticals Inc. East Brunswick, NJ 08816, NDC 23155-490-01",Subpotent Drug,Terminated,Class II,Heritage Pharmaceuticals Inc,20221123,Voluntary: Firm initiated,East Brunswick,NJ
"Immune Boost with natural strawberry flavor, 8,000 IU, Supports a Healthy and Balanced Immune System, 60 mL bottle, Manufactured by: Fusion Health and Vitality, LLC. 1360 Union Hill Road, Suite 11B Alpharetta, GA 30004.",Marketed without an Approved NDA/ANDA: Product marketed with drug claims.,Terminated,Class II,Fusion Health and Vitality LLC,20201118,Voluntary: Firm initiated,Alpharetta,GA
"Erythromycin Topical Gel USP, 2%, Net Wt 60 g tube, Rx only, Manufactured by: Teligent Pharma, Inc. Buena, NJ 08310 Distributed by: McKesson Corporation dba Sky Packaging 4971 Southridge Blvd., Suite 101 Memphis, TN 38141, NDC 63739-053-68","CGMP Deviations: all products within expiry are being recalled because the manufacturing firm, Teligent Pharma, Inc.is discontinuing its stability study program.",Ongoing,Class II,McKesson Corporation dba McKesson Drug Company,20220421,Voluntary: Firm initiated,Memphis,TN
"Asenapine Sublingual Tablets, 5 mg, Rx Only, 60 Tablets, Sigmapharm Laboratories, LLC, Bensalem, PA, 19020    NDC 42794-016-10.",Incorrect Product Formulation; product was manufactured with the incorrect Art Cherry Flavor flavoring agent instead of Art Black Cherry Flavor flavoring agent,Terminated,Class III,SigmaPharm Laboratories LLC,20210419,Voluntary: Firm initiated,Bensalem,PA
"fentaNYL in 0.9% sodium chloride, 100 mcg/10 mL, (10 mcg/mL), 10 mL Syringe, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C, San Diego, CA 92126, NDC: 71286-2071-2",Lack of assurance of sterility:,Terminated,Class II,Central Admixture Pharmacy Services Inc,20230921,Voluntary: Firm initiated,San Diego,CA
"Dr. King's Natural Medicine for kids! Attention & Learning Enhancement Homeopathic, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside dr. Asheville, NC 28806 USA, UPC 357955501527, NDC 57955-5015-2",Microbial contamination,Terminated,Class I,King Bio Inc.,20180720,Voluntary: Firm initiated,Asheville,NC
"HYDROmorphone HCl Injection, USP, 1 mg/mL, 1 mL fill in a 2.5 mL Carpuject prefilled cartridge unit, packaged in 10-count Carpujects per carton, Rx only, Hospira, Inc., Lake Forest, IL  60045, NDC 0409-1283-31, Barcode (01) 1 030409 128331 9 (carton), (01) 0 030409 128331 2 (cartridge unit).",Superpotent (Single Ingredient) Drug: Some of the prefilled cartridge units have been found to be overfilled and contain more than the 1 mL labeled fill volume.,Terminated,Class I,Hospira Inc.,20120512,Voluntary: Firm initiated,Lake Forest,IL
"TESTOSTERONE, Pellet, 76 mg,  Rx only, JD & SN Inc, DBA Moses Lake Professional Pharmacy, 1555 S. Pilgrim St. Moses Lake WA  98837, (509)764-2314",Lack of Assurance of Sterility; all sterile human compounded drugs within expiry,Terminated,Class II,"JD & SN Inc., dba Moses Lake Professional Pharmacy",20150724,Voluntary: Firm initiated,Moses Lake,WA
"BuPROPion Hydrochloride Extended-Release Tablet (XL) 150mg, Rx only, a) 30 count bottle(NDC 0591-3331-30), b) 90 count bottle (NDC 0591-3331-19), c) 500 count bottle (NDC 0591-3331-05),  Manufactactred By: Watson Laboratories, Inc. Corona, CA 92880",Failed Dissolution Specifications: Failed stability testing for dissolution test at 18 months.,Terminated,Class III,Actavis Inc,20131115,Voluntary: Firm initiated,Parsippany,NJ
