nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT06145880,ADOPT: Improving Diagnosis of Pulmonary Hypertension With AI and Echo,Artificial Intelligence: Improving Early Detection of Pulmonary Hypertension by Transthoracic Echocardiography: ADOPT,WITHDRAWN,The Commercial Funder withdrew the funding,,OBSERVATIONAL,0,Pulmonary Hypertension,,DIAGNOSTIC_TEST,"Detect patients with pulmonary hypertension (PH) with the novel artificial intelligence tool (AIT), Detect patients without pulmonary hypertension (PH) with the novel artificial intelligence tool (AIT), Detect patients with pre-capillary pulmonary hypertension (PH) with the novel artificial intelligence tool (AIT), Detect patients with post-capillary pulmonary hypertension (PH) with the novel artificial intelligence tool (AIT), Compare the artificial intelligence tool (AIT) performance for detecting pulmonary hypertension (PH) with the current probability criteria, Evaluate early detection capabilities of the artificial intelligence tool (AIT) compared to standard of care clinical diagnosis",2023-12-01,2025-12-01,Royal United Hospitals Bath NHS Foundation Trust,OTHER
NCT00569062,A Study of GW856553X For the Treatment of Depression,"A Randomized, Double Blind, Placebo Controlled Study to Explore the Antidepressant Properties of P38a Kinase Inhibitor GW856553X 15mg Compared to PBO in Subjects With Major Depressive Disorder Exhibiting Symptoms of Loss of Energy and Interest and Psychomotor Retardation, for a Six Week Treatment Period",TERMINATED,Negative data from a GSK PoC study in RA combined with evidence of greater sensitivity of toll-like receptor pathways to p38 inhibition.,PHASE2,INTERVENTIONAL,30,"Depressive Disorder, Major",GW856553X,"DRUG, OTHER","Change from Randomization at Week 6 in Bech subscale (6-item of 17-item Hamilton depression rating [HAMD-17] scale) score, Change from Randomization (Week 0) at Week 6 in Inventory for Depressive Symptomatology-Clinician rated (IDS-C) scale total score, Change from randomization (Week 0) at Week 6 in Quick Inventory of Depressive symptomatology 16 item self report (QIDS-SR16) scale total score, Change from Randomization (Week 0) at Week 6 in the morning serum levels of the pro-inflammatory biomarkers",2007-09-12,2008-06-25,GlaxoSmithKline,INDUSTRY
NCT03144661,An Open-Label Safety and Tolerability Study of INCB062079 in Subjects With Advanced Hepatocellular Carcinoma and Other Malignancies,"A Phase 1, Open-Label, Dose-Escalation and Expansion, Safety and Tolerability Study of INCB062079 in Subjects With Advanced Hepatocellular Carcinoma and Other Malignancies",TERMINATED,Strategic Business Decision,PHASE1,INTERVENTIONAL,25,"Hepatocellular Carcinoma (HCC), Cholangiocarcinoma, Esophageal Cancer, Nasopharyngeal Cancer, Ovarian Cancer, Solid Tumors",INCB062079,DRUG,Safety and tolerability of INCB062079 as measured by assessment of adverse events (AEs),2017-05-25,2020-06-10,Incyte Corporation,INDUSTRY
NCT00903461,Safety and Efficacy of Radiation/Cetuximab Plus EGFR Antisense DNA for Head and Neck Squamous Cell Carcinoma,Safety and Efficacy Evaluation of Radiation and Cetuximab Plus Intratumoral EGFR Antisense DNA Patients With Locally Advanced Head and Neck Squamous Cell Carcinoma,TERMINATED,drug supply issues,PHASE1,INTERVENTIONAL,7,"Carcinoma, Squamous Cell of Head and Neck, Squamous Cell Carcinoma of the Head and Neck, Squamous Cell Carcinoma, Head And Neck",EGFR Antisense DNA,BIOLOGICAL,Disease progression,2012-04,2016-08,University of Pittsburgh,OTHER
NCT02055170,Neoadjuvant Finasteride for Patients With Non-small Cell Lung Cancer,Neoadjuvant Finasteride for Patients With Non-small Cell Lung Cancer,TERMINATED,Unable to improve on poor accrual to study.,PHASE2,INTERVENTIONAL,4,Non-small Cell Lung Cancer,finasteride 5mg oral daily,DRUG,Change in proliferation,2014-06,2018-03-27,CancerCare Manitoba,OTHER
NCT03341273,Placebo-Controlled Trial of Antibiotic Therapy in Adults With Suspect Lower Respiratory Tract Infection (LRTI) and a Procalcitonin Level,"Targeted Reduction of Antibiotics Using Procalcitonin in a Multi-center, Randomized, Double-Blinded, Placebo-Controlled Non-Inferiority Study of Azithromycin Treatment in Outpatient Adults With Suspect Lower Respiratory Tract Infection (LRTI) and a Procalcitonin (PCT) Level of < / = 0.25 ng/mL (TRAP-LRTI)",TERMINATED,Due to covid,NA,INTERVENTIONAL,514,Lower Respiratory Tract Infection,Azithromycin,"DRUG, OTHER, DEVICE",Clinical Improvement at Day 5 Visit (D5V),2017-12-08,2020-08-15,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT00446173,Autologous Stem Cell Transplants for Chronic Myelogenous Leukemia,Autologous Purged Hematopoietic Stem Cell Transplantation for Chronic Myelogenous Leukemia (CML),WITHDRAWN,Terminated due to low accrual.,PHASE2,INTERVENTIONAL,0,Leukemia,"Busulfan, Cyclophosphamide, G-CSF, GM-CSF","DRUG, DRUG, DRUG, DRUG","Time to absolute neutrophil count (ANC) recovery to 500, Survival Time",2007-03,2009-01,M.D. Anderson Cancer Center,OTHER
NCT04298983,Abemaciclib in Combination With Androgen Deprivation Therapy for Locally Advanced Prostate Cancer,Phase II Clinical Trial of Abemaciclib in Combination With Androgen Deprivation Therapy for Locally Advanced Prostate Cancer,TERMINATED,Abemaciclib efficacy,PHASE2,INTERVENTIONAL,9,Prostate Cancer,"Abemaciclib 150 MG by mouth twice daily, Androgen deprivation therapy (ADT)","DRUG, DRUG, RADIATION",Clinical Response Rates,2021-02-25,2024-09-04,University of Alabama at Birmingham,OTHER
NCT05385341,Rehabilitation Exercise with MObile Technology and Education After Acute Coronary Syndrome,Is Tele-rehabilitation an Efficacious Alternative to Traditional Center Based Cardiac Rehabilitation After Acute Coronary Syndrome?,WITHDRAWN,The start of the study took too long and there are already many publications on the subject,NA,INTERVENTIONAL,0,Acute Coronary Syndrome,,"OTHER, OTHER",Effect analysis 2 month after inclusion,2024-12,2025-12-31,"University Hospital, Toulouse",OTHER
NCT01680354,Surgical Correction of Astigmatism,Comparative Study of Surgical Laser Correction of Astigmatism,WITHDRAWN,Institution changed surgical method to small incision lenticule extraction. Study never started.,NA,INTERVENTIONAL,0,Astigmatism,,"PROCEDURE, PROCEDURE",Visual acuity,2012-09,,Aarhus University Hospital,OTHER
NCT00038766,CNI-1493 for Treatment of Moderate to Severe Crohn's Disease,"A Randomized, Double-Blind, Placebo-controlled Study of CNI-1493 for Treatment of Moderate to Severe Crohn's Disease",TERMINATED,Unable to enroll into study.,PHASE2,INTERVENTIONAL,33,Crohn Disease,"semapimod, semapimod, placebo","DRUG, DRUG, DRUG",Change in CDAI,2002-06,2003-06,Ferring Pharmaceuticals,INDUSTRY
NCT06226766,JSKN033 in Patients With Advanced or Metastatic Solid Malignant Tumors,"Phase I/II Study to Assess the Safety, Tolerability, Pharmacokinetics and Efficacy of JSKN033 in Patients With Advanced or Metastatic Solid Malignant Tumors",TERMINATED,the decision is based on a strategic realignment of our clinical trial priorities to optimize the overall development pathway for JSKN033,"PHASE1, PHASE2",INTERVENTIONAL,11,Advanced Solid Tumor,JSKN033 Injection,DRUG,"Incidence and severity of treatment-emergent adverse events (TEAEs), treatment-related adverse events (TRAEs), serious adverse events (SAEs), assessed by CTCAE V5.0, RP2D( recommend Phase II dose), DLTs （Dose-limiting toxicities）, Objective Response Rate (ORR) Following Treatment With JSKN033 in Participants With Advanced Solid Malignant Tumors",2024-01-18,2025-07-31,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",INDUSTRY
NCT02906722,Nebulized and Intravenous Colistin in Ventilator Associated-pneumonia,"Efficacy of Nebulized Versus Intravenous Colimycin for Treating Ventilator-associated Pneumonia Caused by Gram-negative Multidrug-resistant Bacteria: a Prospective, Multicenter, Randomized and Double-blind Study",TERMINATED,Lack of inclusion,PHASE3,INTERVENTIONAL,7,Ventilator-associated Pneumonia,"Intravenous colimycin, Intravenous placebo, Nebulized colimycin, Nebulized placebo","DRUG, DRUG, DRUG, DRUG",Clinical cure of VAP caused by Gram-negative multidrug resistant bacteria,2017-07-31,2018-06-19,Assistance Publique - Hôpitaux de Paris,OTHER
NCT01156051,Effect of Guanfacine Extended-Release on Attention Deficit Hyperactivity Disorder (ADHD)-Associated Insomnia,Effect of Guanfacine Extended-Release on Attention Deficit Hyperactivity Disorder (ADHD)-Associated Insomnia,TERMINATED,extended beyond completion date; chose to close out rather than renew IRB review,PHASE4,INTERVENTIONAL,29,"Attention-Deficit/Hyperactivity Disorder, Attention Deficit Disorder, Insomnia, Sleep Disorders","Guanfacine extended-release tablets, Placebo comparator","DRUG, DRUG",Change in Polysomnographic Total Sleep Time (TST),2010-06,2012-02,Children's Specialized Hospital,OTHER
NCT02088151,Selective Retinal Pigment Epithelium Laser Therapy for Macular Disease of the Retina,Selective Retinal Pigment Epithelium Laser Therapy (SRT) for Macular Disease of the Retina,TERMINATED,Suitable device for laser no longer available,NA,INTERVENTIONAL,18,"Macular Edema, Central Serous Chorioretinopathy, Retinal Vein Occlusion, Age-related Macular Degeneration, Retinal Neovascularization",,DEVICE,Visual Acuity according to ETDRS protocol,2010-06,2022-02-01,"Insel Gruppe AG, University Hospital Bern",OTHER
NCT03672851,Study Evaluating Safety and Efficacy of CAR-T Cells Targeting CD123 in Patients With Acute Leukemia,Study Evaluating Safety and Efficacy of CAR-T Cells Targeting CD123 in Patients With Acute Leukemia,TERMINATED,adverse effect,PHASE1,INTERVENTIONAL,2,"Acute Leukemia, Acute Leukemia in Relapse, Acute Myeloid Leukemia, Relapsed or Refractory Acute Leukemia",anti-CD123 CAR-T treatment,DRUG,"Dose-limiting toxicity (DLT), Incidence of adverse events, Disease response (CR or CRi)",2019-04-17,2019-07-31,Second Affiliated Hospital of Xi'an Jiaotong University,OTHER
NCT02037529,Eribulin Mesylate or Paclitaxel as First- or Second-Line Therapy in Treating Patients With Recurrent Stage IIIC-IV Breast Cancer,A Randomized Phase III Trial of Eribulin Compared to Standard Weekly Paclitaxel as First- or Second-Line Therapy for Locally Recurrent or Metastatic Breast Cancer,SUSPENDED,Total enrollment number is being lowered,PHASE3,INTERVENTIONAL,201,"Breast Adenocarcinoma, HER2/Neu Negative, Invasive Breast Carcinoma, Stage IIIC Breast Cancer AJCC v7, Stage IV Breast Cancer AJCC v6 and v7","Eribulin Mesylate, Paclitaxel","DRUG, OTHER, DRUG, OTHER","Cumulative Dose Level Triggering a Grade 2 or Higher Neuropathy Event., Mean Change in Patient Reported PRO-CTCAE",2014-01-17,2024-10-31,Academic and Community Cancer Research United,OTHER
NCT00216437,Dose Escalation Study Combining Oral Capecitabine (Xeloda) and Radiotherapy for Patients With Unresectable Liver or Cholangiocarcinoma,"A Phase I Dose Escalation Study to Assess the Maximum Tolerated Dose and Feasibility of Combining Oral Capecitabine (Xeloda) and Conformal Radiotherapy (CRT) for Patients With Unresectable Hepatocellular Carcinoma, Multiple Hepatic Metastases or Cholangiocarcinoma",TERMINATED,lack of accrual,PHASE1,INTERVENTIONAL,30,Cancer of Liver,Capecitabine (Xeloda),DRUG,Dose-limiting toxicity.,2004-12,2007-03,James A. Haley Veterans Administration Hospital,FED
NCT04823845,Plantar Wart Treatment Using Adapalene Gel,Plantar Wart Treatment Using Adapalene Gel,WITHDRAWN,Study never received IRB approval.,EARLY_PHASE1,INTERVENTIONAL,0,Plantar Wart,Topical Adapalene Gel 0.1%,DRUG,Time Until Plantar Wart Resolution,2022-05-01,2023-02-10,University of Louisville,OTHER
NCT05029154,Exercise Preconditioning in Ovarian Cancer,Effect of Exercise Preconditioning in Ovarian Cancer on Treatment-Related Cardiotoxicity,TERMINATED,Accrual not meeting pre-specified numbers.,NA,INTERVENTIONAL,8,Ovarian Cancer,,"BEHAVIORAL, BEHAVIORAL",VO2 Peak,2021-10-21,2025-06-04,University of Virginia,OTHER
NCT05645822,Screen and Treat Implementation for HAT Control,Screen and Treat Implementation in Insecure Areas With Limited Capacities for HAT Control,WITHDRAWN,"There is a problem with the provision of the treatment, we are unable to provide sufficient number of treatments for the study participants",,OBSERVATIONAL,0,"Sleeping Sickness, Trypanosomiasis, African",,OTHER,Assess the feasibility of an alternative operational approach for the diagnosis and treatment of gHAT patients in areas with limited access and diagnostic capacities.,2024-01-01,2024-01-30,"Institute of Tropical Medicine, Belgium",OTHER
NCT01400451,Ph I Ipilimumab Vemurafenib Combo in Patients With v-Raf Murine Sarcoma Viral Oncogene Homolog B1 (BRAF),A Phase I Trial of Vemurafenib and Ipilimumab in Subjects With V600 BRAF Mutation-positive Metastatic Melanoma,TERMINATED,More than 2 of 6 patients treated experienced dose limiting toxicities.,PHASE1,INTERVENTIONAL,18,Melanoma,"Ipilimumab (BMS-734016), Vemurafenib","DRUG, DRUG","During the Lead In Period: Number of Participants With Adverse Events (AEs), AEs Leading to Drug Discontinuation, Serious Adverse Events (SAEs), and Deaths in Participants Treated With Vemurafenib Alone, During the Combination Treatment Period: Number of Participants With Adverse Events (AEs), AEs Leading to Drug Discontinuation, Serious Adverse Events (SAEs), and Deaths in Participants Treated With Concurrent Ipilimumab and Vemurafenib, Number of Participants With Hepatic Dose Limiting Toxicities (DLT) in Participants Treated With Concurrent Ipilimumab and Vemurafenib",2011-11,2013-12,Bristol-Myers Squibb,INDUSTRY
NCT00620945,Use of Phenoxybenzamine [PBZ] IV to Assist High Flow Low Pressure Perfusion [HFLPP] on Cardio-pulmonary Bypass,Use of Phenoxybenzamine [PBZ] IV to Assist High Flow Low Pressure Perfusion [HFLPP] on Cardio-pulmonary Bypass in Infants and Children With Congenital Heart Disease and to Assist Steady State Alfa-blockade in the Intensive Care Phase,TERMINATED,New protocol now being used for cardiopulmonary bypass,NA,INTERVENTIONAL,87,"Congenital Heart Surgery, Cardiopulmonary Bypass",Phenoxybenzamine,DRUG,Number of Participants Achieving High Flow Low Pressure on Cardiopulmonary Bypass,2006-06,2009-02,The Cleveland Clinic,OTHER
NCT01377545,Continuous Infraclavicular Nerve Blocks: Needle Versus Catheter Local Anesthetic Bolus,Continuous Infraclavicular Nerve Blocks: Needle Versus Catheter Local Anesthetic Bolus,WITHDRAWN,lack of funding,PHASE4,INTERVENTIONAL,0,Nerve Block,,"PROCEDURE, PROCEDURE",Sensory Level,2013-01,2013-01,"University of California, San Diego",OTHER
NCT02035345,Slowed Carboplatin Infusion for Ovarian Cancer Patients Receiving Carboplatin Re-Treatment,Slowed Carboplatin Infusion for Ovarian Cancer Patients Receiving Carboplatin Re-Treatment,TERMINATED,Extended Carboplatin Infusion did not Reduce Frequency of Hypersensitivity Reactions,PHASE4,INTERVENTIONAL,15,"Recurrent Ovarian Cancer, Platinum Sensitive Ovarian Cancer",Carboplatin,DRUG,"Number of Participants With Carboplatin Infusion Hypersensitivity Reactions Using a Slowed Carboplatin Infusion Program, Number of Patients With Carboplatin Reactions of Different Severity",2014-01,2016-06,Massachusetts General Hospital,OTHER
NCT04329572,Efficacy and Safety of Hydroxychloroquine and Azithromycin for Patients With Moderate to Severe COVID-19,"Open, Multicentric, Non Randomized, Exploratory Clinical Trial to Assess the Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Acute Respiratory Syndrome (COVID-19) Caused by SARS-CoV-2 Virus",SUSPENDED,"Azidus, the CRO hired for this study by Prevent Senior has lost the interest to conduct this study.",EARLY_PHASE1,INTERVENTIONAL,400,COVID-19,"Hydroxychloroquine Sulfate, Azithromycin Tablets","DRUG, DRUG","Evolution of acute respiratory syndrome, oxygen saturation hemodynamic stability",2020-04-23,2023-06-30,Azidus Brasil,INDUSTRY
NCT03601572,Hypnoanalgesia in Surgical and Endovenous Treatment of Varicosis,Hypnoanalgesia in Surgical and Endovenous Treatment of Varicosis,WITHDRAWN,Abandoned research,,OBSERVATIONAL,0,Varicose Veins,,OTHER,"Evaluate the effects of hypnosis, Evaluate the effects of hypnosis",2018-09-02,2018-10-01,"University Hospital, Montpellier",OTHER
