nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT06610188,The Effect of Inulin in Irritable Bowel Syndrome,"The Effect of Inulin on Intestinal Symptoms, Depression and Quality of Life in Individuals With Constipation-Predominant Irritable Bowel Syndrome",COMPLETED,,NA,INTERVENTIONAL,34,"Bowel Symptoms, Depression Disorders, Inulin, Constipation, Quality of Life (QOL), Irritable Bowel Syndrome (IBS)",,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT","IBS-Visual Analogue Scale (IBS-VAS), The Irritable Bowel Syndrome Symptom Severity Score (IBS/SSS), Irritable Bowel Syndrome Quality of Life Scale (IBS-QoL), The Bristol Stool Scale, The Beck Depression Scale",2021-11-03,2023-04-01,Mardin Artuklu University,OTHER
NCT01163188,Social Adjustment and Quality of Life After Very Preterm Birth,Social Adjustment and Quality of Life After Very Preterm Birth: Risk and Resiliency From Infancy to Adulthood,COMPLETED,,,OBSERVATIONAL,520,"Low Birth Weight, Premature Birth",,,Quality of life,2010-09,2014-01,"University Hospital, Bonn",OTHER
NCT00926588,Stepped Care to Optimize Pain Care Effectiveness,Stepped Care to Optimize Pain Care Effectiveness (SCOPE),COMPLETED,,PHASE3,INTERVENTIONAL,250,Pain,Stepped care,DRUG,Brief Pain Inventory (Pain),2009-10,2015-06,US Department of Veterans Affairs,FED
NCT01588288,Galectin 3 Dosage in Diagnosis of Nodular and Multinodular Goiter,Diagnosis Interest of Galectin 3 Dosage in Nodular and Multinodular Goiter Pretreatment,COMPLETED,,NA,INTERVENTIONAL,193,"Goiter, Nodular",,PROCEDURE,Sensitivity (Se) and specificity (Sp) of plasmatic galectin 3 dosage in preoperative,2012-09,2016-06,"University Hospital, Rouen",OTHER
NCT00168688,Prenatal Multi-micronutrient Supplementation and Pregnancy Outcome,"The Effects of Prenatal Multi-micronutrient Supplements on Pregnancy Outcome, Peri- and Neonatal Mortality on Maternal and Infant Nutritional Status: A Randomised, Controlled Trial Among Women in Guinea-Bissau",COMPLETED,,PHASE1,INTERVENTIONAL,2100,"Pregnancy, Birth Weight",,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT","Birth weight (<3 days), Perinatal mortality",2001-01,2002-10,Bandim Health Project,OTHER
NCT00177788,Voriconazole as Prophylaxis for Liver Transplant Recipients,Voriconazole as Prophylaxis for Liver Transplant Recipients,COMPLETED,,,OBSERVATIONAL,800,"Fungemia, Mycoses",,,,2005-09,2012-08,University of Pittsburgh,OTHER
NCT02753088,Efficacy and Safety of BCD-063 and Copaxone-Teva in Patients With Relapsing-Remitting Multiple Sclerosis,"International, Multicentre, Double-blind, Placebo-controlled, Comparative, Randomized Study to Compare Efficacy and Safety of the Generic Drug BCD-063 (CJSC ""BIOCAD"", Russia) and Copaxone®-Teva (""Teva Pharmaceutical Industries Limited"", Israel) in Patients With Relapsing-remitting Multiple Sclerosis",COMPLETED,,PHASE3,INTERVENTIONAL,158,Relapsing-remitting Multiple Sclerosis,"BCD-063, Copaxone-Teva, Placebo","DRUG, DRUG, DRUG",Cumulative Unique Activity lesions,2013-10,2015-11,Biocad,INDUSTRY
NCT00601588,Bioequivalency Study of Sertraline Under Fed Conditions,"A Single Dose, Two-Period, Two-Treatment, Two-Way Crossover Bioequivalency Study of Sertraline Tablets 100 mg Under Fed Conditions",COMPLETED,,NA,INTERVENTIONAL,43,Depression,Sertraline,DRUG,Bioequivalence,2003-06,2003-07,Roxane Laboratories,INDUSTRY
NCT07304388,"HAIC Plus Systemic Chemotherapy, Lenvatinib and Toripalimab in Advanced ICC","Systemic Chemotherapy, Lenvatinib and Toripalimab With or Without Hepatic Arterial Infusion In Advanced Intrahepatic Cholangiocarcinoma: A Prospective, Randomized, Two-Cohort, Phase II Study.",COMPLETED,,PHASE2,INTERVENTIONAL,96,Intrahepatic Cholangiocarcinoma (Icc),Chemotherapy,"PROCEDURE, DRUG",6-months PFS,2023-02-10,2025-06-01,Sun Yat-sen University,OTHER
NCT00524888,Suturing vs Biological Adhesive in Simple Lacerations of Hand,Suturing Vs Adhesion for Hand Lacerations in the ER A Randomized Prospective Study,UNKNOWN,,NA,INTERVENTIONAL,200,Lacerations,,"PROCEDURE, PROCEDURE",Wound appearance,2007-09,,Hadassah Medical Organization,OTHER
NCT06688188,68Ga-JH12 PET/CT: Dosimetry and Biodistribution Study,68Ga-JH12 PET/CT: Dosimetry and Biodistribution Study in Patients With Various Cancers,RECRUITING,,EARLY_PHASE1,INTERVENTIONAL,5,Malignant Neoplasm,68Ga-JH12,DRUG,safety and tolerability,2024-11-01,2025-12-31,First Affiliated Hospital of Fujian Medical University,OTHER
NCT04342988,Effect of Cequa Treatment on Accuracy of Pre-operative Biometry & Higher Order Aberrations in Dry Eye Patients Undergoing Cataract Surgery,Effect of Cequa Treatment on Accuracy of Pre-operative Biometry and Higher Order Aberrations in Dry Eye Patients Undergoing Cataract Surgery,COMPLETED,,PHASE4,INTERVENTIONAL,74,Dry Eye Syndromes,Cequa,DRUG,Spherical equivalent prediction error of pre-Cequa vs post-Cequa ocular biometry performed for cataract surgery.,2020-04-08,2020-12-31,Research Insight LLC,INDUSTRY
NCT05460988,"""Re-instrumentation vs Flap Surgery""","""Re-instrumentation vs Flap Surgery in Residual Pockets: a RCT on Clinical Efficacy""",COMPLETED,,NA,INTERVENTIONAL,46,"Periodontal Pocket, Periodontitis",,"PROCEDURE, PROCEDURE","PD change, PD change, PD change",2022-08-11,2024-07-11,University of Florence,OTHER
NCT05056688,Effect of Online Education Given to Young Adults on Testicular Cancer Health Beliefs and Behaviors,Effect of Online Education Given to Young Adults on Testicular Cancer Health Beliefs and Behaviors,COMPLETED,,NA,INTERVENTIONAL,90,Testicular Neoplasms,,DIAGNOSTIC_TEST,"Giving training to the experimental group for 6 weeks with an interval of 2 weeks., Collection of the final test",2021-04-30,2022-09-28,Agri Ibrahim Cecen University,OTHER
NCT01241188,"A Trial of the C-Tb Skin Test, When Given Intradermally to Adult Patients Recently Diagnosed With Active Tuberculosis (TB)","A Phase IIb Sensitivity Trial of the Diagnostic Agent C-Tb, When Given Intradermally by the Mantoux Technique to Adult Patients Recently Diagnosed With Active TB",COMPLETED,,PHASE2,INTERVENTIONAL,253,Tuberculosis,"C-Tb, 2 TU Tuberculin PPD RT 23 SSI","BIOLOGICAL, BIOLOGICAL",The diameter of induration at the injection sites measured transversely to the long axis of the forearm 2-3 days after application of the agents,2011-04,2011-12,Statens Serum Institut,OTHER
NCT01358188,Exploration of Immunity in Gaucher Disease,Prospective Study of Macrophage Activation and Cross Talk Between Immune System Elements in Subjects With Gaucher Disease,COMPLETED,,,OBSERVATIONAL,33,Gaucher Disease,,,Macrophages from patients with GD and primary immune hypo/dysfunction will show higher level of activation markers.,2011-04,2016-05-02,O & O Alpan LLC,OTHER
NCT04255888,Periodontal Phenotype and Laterally Positioned Flap in Isolated Gingival Recession,Clinical Evaluation of the Impact of Periodontal Phenotype on the Outcome of Laterally Positioned Flap in Isolated Gingival Recession,UNKNOWN,,NA,INTERVENTIONAL,40,Gingival Recession,,"PROCEDURE, PROCEDURE",Root coverage,2019-01-01,2020-09-30,Postgraduate Institute of Dental Sciences Rohtak,OTHER
NCT00578188,Chlamydia Trachomatis Persistence in the Female Gastrointestinal Tract,Chlamydia Trachomatis Persistence in the Female Gastrointestinal Tract,WITHDRAWN,Study redesigned and re-submitted to UAMS IRB under different study title and IRB number.,,OBSERVATIONAL,0,Chlamydia Infection,,,,2006-02,2008-01,Arkansas Children's Hospital Research Institute,OTHER
NCT04786288,Reliving Chronic Non-malignant Pain of Elderly Individuals Using Aromatic Hand Massage,The Effect of Aromatherapy Hand Massage on Pain Level and Vital Signs in Elderly People With Chronic Non-malignant Pain,COMPLETED,,NA,INTERVENTIONAL,66,Non-malignant Chronic Pain,,"OTHER, OTHER","Visual Analogue Scale, Brief pain inventor, Patient information form, Blood Pressure, Pulse Rate, Respiratory Rate, Body Temperature",2019-05-01,2019-08-30,Haben Tesfu Gebreselassie,OTHER
NCT01724203,Effect of 12-week Probiotic Supplementation on Bacterial and Viral Infections in Infants Aged 6 to 12 Months.,"Effect of 12-week Probiotic Supplementation on Bacterial and Viral Infections in Infants Aged 6 to 12 Months: a Double-blind, Randomized, Placebo-controlled Study.",COMPLETED,,NA,INTERVENTIONAL,192,Effect of Probiotics on Infections in Infants.,,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT",The proportion of subjects with one or more of confirmed bacterial or viral infections at any time during the study,2012-12,2013-04,Fonterra Research Centre,INDUSTRY
NCT01979003,Efficacy of Fluorescein Visualization of the Uterus in Detecting Endometrial Cancer Invasion,A Pilot Study to Determine the Efficacy of Fluorescein Visualization of the Uterus in Detecting Endometrial Cancer Invasion,COMPLETED,,EARLY_PHASE1,INTERVENTIONAL,100,Endometrial Cancer,Fluorescein,DRUG,Percentage of Participants With Positive Predictive Value and Negative Predictive Value From Fluorescein Visualization,2014-09,2021-06-30,University of Arkansas,OTHER
NCT03897803,Elastography in Patients With Idiopathic Inflammatory Myopathies,Elastography as a Follow up Imaging Tool in Patients With Idiopathic Inflammatory Myopathies,UNKNOWN,,,OBSERVATIONAL,80,Idiopathic Inflammatory Myopathies,,DIAGNOSTIC_TEST,"Manual muscle testing, Serum creatine kinase (CK) levels, Serum Lactate dehydrogenase (LDH) levels, alanine aminotransferase (ALT), Aspartate aminotransferase (AST), motor unit potential (MUP) duration, motor unit peak-to-peak amplitude, motor unit area to amplitude ratio (AAR), muscle echo intenisity (EI), Childhood myositis assessment scale, MYOSITIS DISEASE ACTIVITY ASSESSMENT TOOL (MDAAT), CHILDHOOD HEALTH ASSESSMENT QUESTIONNAIRE (CHAQ), HEALTH ASSESSMENT QUESTIONNAIRE (HAQ), MYOSITIS DAMAGE INDEX (MDI), PHYSICIAN GLOBAL ACTIVITY assessment, PATIENT/PARENT GLOBAL ACTIVITY assessment",2019-04-15,2020-11-01,Benha University,OTHER
NCT06057103,A Study to Evaluate Drug-drug Interaction of ZX-7101A Tablets and Oseltamivir Phosphate Capsules in Healthy Adult Subjects,"A Study to Evaluate Drug-drug Interaction of ZX-7101A Tablets and Oseltamivir Phosphate Capsules in Healthy Adult Subjects -a Single-center, Open-labelled, Six-sequence, Three-cycle Crossover Design",COMPLETED,,PHASE1,INTERVENTIONAL,18,Drug Interaction,"ZX-7101A, Oseltamivir, ZX-7101A and Oseltamivir, ZX-7101A, Oseltamivir, ZX-7101A and Oseltamivir, ZX-7101A","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG","PK parameters of active metabolite ZX-7101 in healthy Chinese adult subjects after a single oral ZX-7101A tablet combined with multiple oral oseltamivir phosphate capsules, PK parameters of active metabolite ZX-7101 in healthy Chinese adult subjects after a single oral ZX-7101A tablet combined with multiple oral oseltamivir phosphate capsules, PK parameters of active metabolite ZX-7101 in healthy Chinese adult subjects after a single oral ZX-7101A tablet combined with multiple oral oseltamivir phosphate capsules",2023-08-28,2024-04-26,Nanjing Zenshine Pharmaceuticals,INDUSTRY
NCT04023903,A Clinical Pharmacology Study of Bardoxolone Methyl in Healthy Adults,A Clinical Pharmacology Study of RTA 402 (Investigation of the Effect of Food on the Pharmacokinetics of RTA 402 Capsules in Japanese Healthy Adults and Comparison of the Pharmacokinetics With Those in Caucasian Healthy Adults),COMPLETED,,PHASE1,INTERVENTIONAL,36,Healthy Subject,"Bardoxolone methyl, Bardoxolone methyl","DRUG, DRUG","Cmax, AUC0-t",2019-04-04,2019-06-14,"Kyowa Kirin Co., Ltd.",INDUSTRY
NCT01280903,Staying Active With Arthritis: RCT of Physical Activity for Older Adults With Osteoarthritis and Hypertension,Promoting Physical Activity in Older Adults With Comorbidity,COMPLETED,,NA,INTERVENTIONAL,182,"Osteoarthritis, Knee, Hypertension",,"BEHAVIORAL, BEHAVIORAL","Performance of Lower Extremity Exercise at 25 Weeks, Participation in Fitness Walking at 25 Weeks, Objective Functional Status by the 6-minute Walk at 25 Weeks, Objective Functional Status by the Short Physical Performance Battery at 25 Weeks, Systolic Blood Pressure at 25 Weeks, Diastolic Blood Pressure at 25 Weeks, Performance of Lower Extremity Exercise at 52 Weeks, Participation in Fitness Walking at 52 Weeks, Objective Functional Status by the 6-minute Walk at 52 Weeks, Objective Functional Status by the Short Physical Performance Battery at 52 Weeks, Systolic Blood Pressure at 52 Weeks, Diastolic Blood Pressure at 52 Weeks",2012-01,2015-04,University of Pittsburgh,OTHER
NCT00485303,An Efficacy and Safety Study of Abiraterone Acetate and Prednisone in Participants With Prostate Cancer Who Failed Androgen Deprivation and Docetaxel-Based Chemotherapy,A Phase II Open Label Study of CB7630 (Abiraterone Acetate) and Prednisone in Patients With Advanced Prostate Cancer Who Have Failed Androgen Deprivation and Docetaxel-Based Chemotherapy,COMPLETED,,PHASE2,INTERVENTIONAL,58,"Prostatic Neoplasms, Prostate Cancer","Abiraterone acetate, Prednisone","DRUG, DRUG",Percentage of Participants With Prostate Specific Antigen (PSA) Response,2007-06,2011-10,"Cougar Biotechnology, Inc.",INDUSTRY
NCT00234403,A Trial to Evaluate the Combination of Iressa & Faslodex® in Patients With Advanced or Metastatic Breast Cancer,A Phase II Trial to Evaluate the Combination of ZD1839 (Iressa) and Fulvestrant (Faslodex®) in Patients With Advanced or Metastatic Breast Cancer,COMPLETED,,PHASE2,INTERVENTIONAL,60,Breast Cancer,gefitinib and fulvestrant,DRUG,To evaluate the progression-free survival (PFS) of the combination of 250 mg ZD1839 and fulvestrant in patients with advanced or metastatic breast cancer,2004-05,2007-10,AstraZeneca,INDUSTRY
NCT00250003,Preventive Home Visits for Healthy Pensioners- a Randomized Controlled Trial,Preventive Home Visits for Healthy Pensioners- a Randomized Controlled Trial in Nordmaling,COMPLETED,,PHASE1,INTERVENTIONAL,,"Prevention, House Calls",,BEHAVIORAL,"use of health care facilities during two years 2000-2001, all cause mortality during two years 2000 - 2001",2000-02,2001-12,Umeå University,OTHER
NCT01713803,Evaluation of BEMA® Buprenorphine NX for Buprenorphine Induction of Opioid Dependent Subjects,Evaluation of BEMA® Buprenorphine NX for Buprenorphine Induction of Opioid Dependent Subjects,WITHDRAWN,FDA did not require a clinical trial for indication.,PHASE3,INTERVENTIONAL,0,Opioid Dependence,Buprenorphine and naloxone,DRUG,The mean change in clinical opioid withdrawal scale (COWS) total score from Baseline to 6 hours following the initial dose,,2017-05-01,BioDelivery Sciences International,INDUSTRY
NCT07103603,MHT and Liver Function in Postmenopausal Women,Effects of Menopausal Hormone Therapy on Liver Function and Non-Alcoholic Fatty Liver Disease: A Prospective Study,RECRUITING,,NA,INTERVENTIONAL,44,"Menopause, Non Alcholic Fatty Liver Disease, Hepatic Steatosis",Menopausal hormone therapy,DRUG,Change in ATI (Attenuation Imaging) value from baseline to 6 months,2024-10-30,2025-12,"Ipek B. Ozcivit Erkan, MD",OTHER
NCT05732103,A Study of CTX-712 in Relapsed/Refractory Acute Myeloid Leukemia and Higher Risk Myelodysplastic Syndromes,"Phase 1/2 Multicenter, Open-Label Study of CTX-712 in Patients With Relapsed/Refractory Acute Myeloid Leukemia and Higher Risk Myelodysplastic Syndromes",RECRUITING,,"PHASE1, PHASE2",INTERVENTIONAL,225,"Acute Myeloid Leukemia, Myelodysplastic Syndromes",CTX-712,DRUG,"Phase 1: Frequency of treatment-emergent adverse events (TEAEs) and serious adverse events (SAEs) related to CTX-712., Phase 1: The maximum tolerated dose MTD., Phase 2: Complete remission rate, defined as the proportion of patients who achieve complete remission.",2023-04-25,2029-02,"Chordia Therapeutics, Inc.",INDUSTRY
NCT05811403,Epigallocatechin Gallate (EGCG) as a Flushing Agent During Full Pulpotomy in Mature Permanent Molars With Irreversible Pulpitis,The Influence of Epigallocatechin Gallate (EGCG) as a Flushing Agent During Full Pulpotomy Using Two Different Calcium Silicate-based Materials on Postoperative Pain and Success Rate in Mature Permanent Molars With Irreversible Pulpitis: A Randomized Clinical Trial,ACTIVE_NOT_RECRUITING,,NA,INTERVENTIONAL,64,Irreversible Pulpitis,,"OTHER, OTHER, OTHER, OTHER",Postoperative pain,2023-07-01,2026-02-01,Cairo University,OTHER
NCT06518603,Caffeine Citrate in Preterm Infants at Risk of Apnea in Zambia,Randomized Controlled Trial of Caffeine Citrate in Preterm Infants at Risk of Apnea in Zambia,NOT_YET_RECRUITING,,PHASE4,INTERVENTIONAL,340,"Premature Infant Disease, Apnea of Prematurity, Development, Infant","Caffeine citrate 20mg/kg/day, Placebo-Sterile water 1ml/kg/day","DRUG, DRUG","Number of apneic events, Number of visits to healthcare professionals related to apneic events",2026-04-01,2027-06-30,University of Alabama at Birmingham,OTHER
NCT02145403,Phase 1/2 Study of Carfilzomib for the Prevention of Relapse and GVHD in Allo-HCT for Hematologic Malignancies,Phase 1/2 Study of Carfilzomib for the Prevention of Relapse and Graft-versus-host Disease in Allogeneic Hematopoietic Cell Transplantation for High-risk Hematologic Malignancies,COMPLETED,,"PHASE1, PHASE2",INTERVENTIONAL,53,"Hematologic Malignancies, Relapse, Graft-Versus-Host Disease","Carfilzomib, Tacrolimus","DRUG, DRUG","Phase I: Maximum Tolerated Dose (MTD) of Carfilzomib, Phase II: Kaplan-Meier Estimate of the Percentage of Patients Who Are Alive and Have Not Developed Any ""Event""",2014-10,2020-10-16,University of Michigan Rogel Cancer Center,OTHER
