drug_name,source,status,cid,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchi_key,adverse_reactions,failure_reason
Habitrol Step 3,openfda_labels,approved,,,,,,,,,
Hailey 1.5/30,openfda_labels,approved,,,,,,,,,
Hair-X Hair Loss Relief,openfda_labels,approved,,,,,,,,,
Hale and Hush Broad Spectrum SPF 30 SPF 30,openfda_labels,approved,,,,,,,,,
Haloperidol,"clinicaltrials, openfda_labels",approved,,,,,,,,,
Hand Guard High Foaming Antiseptic Hand and Body Wash,openfda_labels,approved,,,,,,,,,
Hand Recovery,openfda_labels,approved,,,,,,,,,
Hand Sanitizer,openfda_labels,approved,,,,,,,,,
Hand Sanitizer Alcohol Hand,openfda_labels,approved,,,,,,,,,
Hand Sanitizer Cucumber Aloe,openfda_labels,approved,,,,,,,,,
Hand Sanitizer Lavender,openfda_labels,approved,,,,,,,,,
Hand Sanitizer Orange Blossom,openfda_labels,approved,,,,,,,,,
Hand Sanitizing Wipes,openfda_labels,approved,,,,,,,,,
Hand sanitizer 1.8oz with extra clip original,openfda_labels,approved,,,,,,,,,
Hand sanitizer 16.9oz with vitamin E,openfda_labels,approved,,,,,,,,,
Hand sanitizer 29ml 01,openfda_labels,approved,,,,,,,,,
Hand sanitizer 2oz 2pk lavender,openfda_labels,approved,,,,,,,,,
Hand sanitizer 2oz 2pk lemon,openfda_labels,approved,,,,,,,,,
Hand sanitizer 2oz 2pk original,openfda_labels,approved,,,,,,,,,
Hand sanitizer 2oz 2pk with aloe vera,openfda_labels,approved,,,,,,,,,
Hand sanitizer 8oz with aloe vera,openfda_labels,approved,,,,,,,,,
Hand sanitizer 8oz with vitamin E,openfda_labels,approved,,,,,,,,,
Head Congestion Mucus PE,openfda_labels,approved,,,,,,,,,
Head Congestion Plus Mucus PE,openfda_labels,approved,,,,,,,,,
Head and Shoulders Bare Minimal Ingredients,openfda_labels,approved,,,,,,,,,
Head and Shoulders Bare Minimal Ingredients Soothing Hydration,openfda_labels,approved,,,,,,,,,
Headache Relief,openfda_labels,approved,,,,,,,,,
Headache Relief Extra Strength,openfda_labels,approved,,,,,,,,,
Healing Hand Cream 2000mg,openfda_labels,approved,,,,,,,,,
Healing for Babies,openfda_labels,approved,,,,,,,,,
Health Smart Medicated Body,openfda_labels,approved,,,,,,,,,
HealthWise Pain Relief,openfda_labels,approved,,,,,,,,,
HealthWise Pain Relief Lidocaine Patch,openfda_labels,approved,,,,,,,,,
Helleborus niger,openfda_labels,approved,,,,,,,,,
Hemorrhoid Pain Relief,openfda_labels,approved,,,,,,,,,
Hemorrhoidal,openfda_labels,approved,,,,,,,,,
Hemorrhoidal Pain Relief,openfda_labels,approved,,,,,,,,,
Hemorrhoidal Pain Relief Cream,openfda_labels,approved,,,,,,,,,
Hemorrhoidal Pain Relief with Aloe and VitaminE,openfda_labels,approved,,,,,,,,,
Hemorrhoidal cocoa butter,openfda_labels,approved,,,,,,,,,
Hemorrhoidal cooling gel,openfda_labels,approved,,,,,,,,,
HempNesic,openfda_labels,approved,,,,,,,,,
"Hendel Psoriasis, Eczema, Seborrhea",openfda_labels,approved,,,,,,,,,
Heparin Sodium,openfda_labels,approved,,,,,,,,,
Herbal Balm,openfda_labels,approved,,,,,,,,,
Herklin Lice Treatment,openfda_labels,approved,,,,,,,,,
Hetrombopag,clinicaltrials,ENROLLING_BY_INVITATION,,,,,,,,,
Hevert Detox Lymph,openfda_labels,approved,,,,,,,,,
High Dose,clinicaltrials,COMPLETED,,,,,,,,,
High-dose OKN-007,clinicaltrials,ACTIVE_NOT_RECRUITING,,,,,,,,,
Histapoll HP,openfda_labels,approved,,,,,,,,,
Histastat Pollen,openfda_labels,approved,,,,,,,,,
Homeopathic Tea Tree Oil Lice,openfda_labels,approved,,,,,,,,,
Hormone replacement therapy,clinicaltrials,UNKNOWN,,,,,,,,,
Hunter Beach 4%,openfda_labels,approved,,,,,,,,,
HurriCaine Topical Anesthetic,openfda_labels,approved,,,,,,,,,
Hydralazine Hydrochloride,openfda_labels,approved,,,,,,,,,
Hydrating Camo CC Cream SPF30 Deep 560 C,openfda_labels,approved,,,,,,,,,
Hydrating Camo CC Cream SPF30 Medium 355 W,openfda_labels,approved,,,,,,,,,
Hydrating Camo CC Cream SPF30 Tan 460 W,openfda_labels,approved,,,,,,,,,
Hydro Gel,openfda_labels,approved,,,,,,,,,
Hydrochlorothiazide,openfda_labels,approved,,,,,,,,,Funding ended
Hydrocodone Bitartrate and Acetaminophen,openfda_labels,approved,,,,,,,,,
Hydrocodone Polistirex and Chlorpheniramine Polistirex extended-release,openfda_labels,approved,,,,,,,,,
Hydrocortisone,openfda_labels,approved,,,,,,,,,
Hydrocortisone 1%,openfda_labels,approved,,,,,,,,,
Hydrocortisone Acetate,openfda_labels,approved,,,,,,,,,
Hydrocortisone Continuous,openfda_labels,approved,,,,,,,,,
Hydrocortisone Plus 12 Moisturizers,openfda_labels,approved,,,,,,,,,
Hydrocortisone with Aloe,openfda_labels,approved,,,,,,,,,
Hydrocortisone with aloe,openfda_labels,approved,,,,,,,,,
Hydrogel with xenograft,clinicaltrials,NOT_YET_RECRUITING,,,,,,,,,
Hydrogen Peroxide,openfda_labels,approved,,,,,,,,,
Hydroxychloroquine,clinicaltrials,TERMINATED,,,,,,,,,The PI decided.; The study was terminated after the release of results of ACTT-2 (NCT04401579).; concerns related to study drug
Hydroxychloroquine Sulfate,openfda_labels,approved,,,,,,,,,"Azidus, the CRO hired for this study by Prevent Senior has lost the interest to conduct this study."
Hydroxyzine Pamoate,openfda_labels,approved,,,,,,,,,
Hydroxyzine hydrochloride,openfda_labels,approved,,,,,,,,,
Hylands Naturals Earache Drops,openfda_labels,approved,,,,,,,,,
Hyoscyamine ER,openfda_labels,approved,,,,,,,,,
Hyosyne,openfda_labels,approved,,,,,,,,,
"Hyperpolarized 13C,15N2-urea",clinicaltrials,RECRUITING,,,,,,,,,
Hyperpolarized Carbon C 13 Pyruvate,clinicaltrials,RECRUITING,,,,,,,,,
Hyten Formula,openfda_labels,approved,,,,,,,,,
I.V. FAT EMULSION,openfda_labels,approved,,,,,,,,,
IBEALEE WART REMOVER,openfda_labels,approved,,,,,,,,,
IBUPROFEN,openfda_labels,approved,,,,,,,,"Dyspepsia, Renal impairment; Cholecystectomy, Nephrolithiasis, Biliary tract disorder, Malaise; Cerebral venous thrombosis, Jugular vein thrombosis; Multiple sclerosis relapse, Dysaesthesia; Weight loss poor",
IBUPROFEN AND FAMOTIDINE,openfda_labels,approved,,,,,,,,,
IBUPROFEN AND PSEUDOEPHEDRINE HCL,openfda_labels,approved,,,,,,,,,
"IBUPROFEN TABLET, FILM-COATED",openfda_labels,approved,,,,,,,,,
IBUPROFEN TABLETS,openfda_labels,approved,,,,,,,,,
"IBUPROFEN, ACETAMINOPHEN TABLET, FILM COATED",openfda_labels,approved,,,,,,,,,
"IBUPROFEN, PHENYLEPHRINE HCL",openfda_labels,approved,,,,,,,,,
ICOSAPENT ETHYL,openfda_labels,approved,,,,,,,,,
IDACIO,openfda_labels,approved,,,,,,,,,
IDARUBICIN HYDROCHLORIDE,openfda_labels,approved,,,,,,,,"Pancytopenia, Pneumonia, Hypoxia, Bone marrow failure, Streptococcal infection, Enterococcal infection, Polyneuropathy",
IL-2,clinicaltrials,TERMINATED,,,,,,,,,Sponsor decision
IMATINIB MESYLATE,openfda_labels,approved,,,,,,,,,
IMIPENEM AND CILASTATIN SODIUM,openfda_labels,approved,,,,,,,,,
IMIPRAMINE HYDROCHLORIDE,openfda_labels,approved,,,,,,,,,
IN10018,clinicaltrials,RECRUITING,,,,,,,,,
INDAPAMIDE,openfda_labels,approved,,,,,,,,"Erection increased; Electrocardiogram QT prolonged; Cough, Sleep disorder, Muscular weakness, Hypoaesthesia, Paraesthesia, Fatigue, Myalgia; Transient ischaemic attack; Unresponsive to stimuli, Circulatory collapse, Liver function test abnormal, Hyponatraemia",
INDIGO,openfda_labels,approved,,,,,,,,,
INDOMETHACIN,openfda_labels,approved,,,,,,,,"Haemoglobin decreased, Gastroenteritis viral, Nausea, Vomiting, Weight decreased, Gout, Mucosal inflammation, Oral pain, Oropharyngeal plaque; Drug hypersensitivity; Loss of consciousness, Diarrhoea, Vomiting, Chills, Abdominal pain upper, Muscle spasms; Off label use, Muscle spasms, Musculoskeletal stiffness; Orchitis, Pyrexia, Haemoglobin decreased, Hypotension, Full blood count decreased",
"INFLUENZA A VIRUS A/VICTORIA/4897/2022 IVR-238 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A VIRUS A/DARWIN/9/2021 IVR-228 (H3N2) HEMAGGLUTININ ANTIGEN (UV, FORMALDEHYDE INACTIVATED),INFLUENZA B VIRUS B/MICHIGAN/01/2021 HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA B VIRUS B/PHUKET/3073/2013 HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED)",openfda_labels,approved,,,,,,,,,
INFLUENZINUM,openfda_labels,approved,,,,,,,,,
INJURY DROPS,openfda_labels,approved,,,,,,,,,
INSULIN GLARGINE,openfda_labels,approved,,,,,,,,"Demyelination, Diabetic neuropathy; Angioedema; Blood pressure decreased, Malaise, Off label use, Drug ineffective for unapproved indication; Back pain, Chronic obstructive pulmonary disease; Pulmonary embolism",
INSULIN LISPRO,openfda_labels,approved,,,,,,,,"Angina pectoris, Dehydration, Malaise, Pain, Oral surgery, Immunosuppressant drug level increased, Drug interaction; Malignant melanoma in situ; Arthralgia, Dyspnoea, Nausea, Renal failure, Vomiting; Dyspnoea, Nausea, Arthralgia, Renal failure, Vomiting, Dehydration; Necrotising fasciitis, Septic shock, Adrenal insufficiency",
INSULIN-LIKE GROWTH FACTOR-1,openfda_labels,approved,,,,,,,,,
"INULA HELENIUM ROOT, JUNIPERUS COMMUNIS BERRY, UVA-URSI LEAF, DULCAMARA STEM AND LEAF, CYTISUS SCOPARIUS AERIAL PARTS, STIGMATA MAIDIS STYLE AND STIGMA, ARGENTUM METALLICUM, AURUM METALLICUM",openfda_labels,approved,,,,,,,,,
IOPIDINE 1%,openfda_labels,approved,,,,,,,,,
IPRATROPIUM BROMIDE,openfda_labels,approved,,,,,,,,"Asthma, Sinusitis; General physical health deterioration, Headache, Drug ineffective; Asthma; Syncope, Infusion site mass, Infusion site haemorrhage, Chills; Pancytopenia, Bone pain, Phlebitis",
IPRATROPIUM BROMIDE AND ALBUTEROL SULFATE,openfda_labels,approved,,,,,,,,"Diplopia, Visual field defect, Refraction disorder, Hemiparesis, Dysarthria, Paraesthesia, Joint range of motion decreased, Musculoskeletal stiffness, Cubital tunnel syndrome, Muscular weakness, Drug ineffective, Anticonvulsant drug level above therapeutic, Crying, Fear, Fatigue, Pharyngitis, Amnesia, Scleral discolouration, Headache, Intervertebral disc protrusion, Musculoskeletal pain, Diarrhoea, Dysphagia, Weight decreased, Dyspnoea, Mood altered, Occipital neuralgia, Asthenopia, Dry eye, Road traffic accident, Spinal fusion surgery, Neck pain, Medication residue present, Fall, Drug hypersensitivity, Decreased appetite, Activities of daily living impaired, Dyschromatopsia, Mental impairment, Spinal cord compression, Depression, Pain, Chest pain, Back pain, Cervical radiculopathy, Aphasia, Brain oedema, Spinal osteoarthritis, Back injury, Arthralgia, Emotional distress, Adjustment disorder, Lymph node pain, Upper-airway cough syndrome, Rash, Inappropriate schedule of drug administration, Condition aggravated, Constipation, Transient ischaemic attack, Cervical vertebral fracture, Eye colour change, Hemianopia, Nystagmus, Photophobia, Disturbance in attention, Urinary incontinence, Intervertebral disc operation, Arthritis, Migraine-triggered seizure, Convulsive threshold lowered, Migraine, Initial insomnia, Insomnia, Dizziness, Lumbar vertebral fracture, Peripheral swelling, Visual acuity reduced, Retinal disorder, Pupillary reflex impaired, Vision blurred, Retinal scar, Eye pain, Cataract nuclear, Hypotension, Intervertebral disc degeneration, Spinal flattening, Radiculitis brachial, Limb injury, Oropharyngeal pain, Lower respiratory tract congestion, Nausea, Facet joint syndrome, Retinal pigmentation, Memory impairment, Facial paralysis, Hypoaesthesia, Ataxia, Muscle tightness, Preictal state, Cough, Drug interaction, Affect lability, Incomplete spinal fusion, Optic neuropathy",
IPX066,clinicaltrials,COMPLETED,,,,,,,,,
IR CD-LD,clinicaltrials,COMPLETED,,,,,,,,,
IRBESARTAN,openfda_labels,approved,,,,,,,,"Herpes zoster; Abdominal pain upper, Angina unstable, Cold sweat, Nausea, Vomiting; Arthralgia; Adenocarcinoma pancreas; Atrial flutter",
"IRON, FOLIC ACID, VITAMIN/MINERAL SUPPLEMENT",openfda_labels,approved,,,,,,,,,
IROSPAN 24/6,openfda_labels,approved,,,,,,,,,
ISA KNOX ANEW SOLAIRE EVERYDAY FACE PROTECTION BROAD SPECTRUM SPF 50 SUNSCREEN,openfda_labels,approved,,,,,,,,,
ISA KNOX ANEW SOLAIRE EVERYDAY MINERAL FACE PROTECTION BROAD SPECTRUM SPF 50 SUNSCREEN,openfda_labels,approved,,,,,,,,,
ISOPROPYL ALCOHOL,openfda_labels,approved,,,,,,,,,
ISOPROTERENOL HYDROCHLORIDE,openfda_labels,approved,,,,,,,,,
ISOSORBIDE MONONITRATE,openfda_labels,approved,,,,,,,,"Nephrogenic systemic fibrosis; Asthenia; Diarrhoea, Headache, Dizziness; Anaemia; Cardiac failure congestive, Cardiac failure congestive, Cardiac failure congestive",
ISOTRETINOIN,openfda_labels,approved,,,,,,,,,
ISTODAX,openfda_labels,approved,,,,,,,,"Platelet count decreased; Atrial fibrillation, Vomiting, Dehydration, Nausea, Pyrexia, Mycosis fungoides, Hypotension, Syncope, Anaemia, Hypomagnesaemia",
ITCH X,openfda_labels,approved,,,,,,,,,
IVACAFTOR,openfda_labels,approved,,,,,,,,,
IVERMECTIN,openfda_labels,approved,,,,,,,,"Conjunctival haemorrhage, Vision blurred, Asthenia, Headache; Conjunctival haemorrhage, Vision blurred, Headache, Asthenia, Gait disturbance; Rash morbilliform, Hepatitis, Pruritus",
IXAZOMIB,openfda_labels,approved,,,,,,,,,
Ibuprofen,openfda_labels,approved,3672.0,C13H18O2,206.28,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)",HEFNNWSXXWATRW-UHFFFAOYSA-N,,"Lead co-I left institution in 2020 and enrollment was suspended. Study was kept open in hopes of finding a replacement/meeting enrollment goal, but a new lead was not found. Study is now officially closed.; Study design flaws; research design needed to be reconfigured"
Ibuprofen 20 mg/mL oral suspension or Ibuprofen lysine 10 mg/mL injection solution (Neoprofen),clinicaltrials,RECRUITING,,,,,,,,,
Ibuprofen Childrens,openfda_labels,approved,,,,,,,,,
Ibuprofen Dye Free,openfda_labels,approved,,,,,,,,,
Ibuprofen and Pseudoephedrine HCl,openfda_labels,approved,,,,,,,,,
"Ibuprofen, Caseys 4good",openfda_labels,approved,,,,,,,,,
Iclevia,openfda_labels,approved,,,,,,,,,
Icotinib,clinicaltrials,UNKNOWN,,,,,,,,,
"Icy Hot Medicated, Back",openfda_labels,approved,,,,,,,,,
Icy Hot Pro Pain Massaging Balm,openfda_labels,approved,,,,,,,,,
Idamycin PFS,openfda_labels,approved,,,,,,,,,
Idarubicin,clinicaltrials,WITHDRAWN,,,,,,,,,Withdrawn due to lack of participants.
Iloprost,clinicaltrials,COMPLETED,,,,,,,,,
Imatinib,clinicaltrials,UNKNOWN,,,,,,,,,
Imatinib Mesylate,openfda_labels,approved,,,,,,,,,"Planned interim analysis demonstrated futility of intervention; Study was suspended before recruitment, due to logistic issues."
Imipenem and Cilastatin,openfda_labels,approved,,,,,,,,,
Imipramine Hydrochloride,openfda_labels,approved,,,,,,,,,
Immune Support,openfda_labels,approved,,,,,,,,,
Immunization,clinicaltrials,COMPLETED,,,,,,,,,
Immuno Fortifier,openfda_labels,approved,,,,,,,,,
Imodium A-D,openfda_labels,approved,,,,,,,,,
Implanon immediately postpartum,clinicaltrials,COMPLETED,,,,,,,,,
Inbrija,openfda_labels,approved,,,,,,,,,
Indapamide,openfda_labels,approved,,,,,,,,,
Inde Wild,openfda_labels,approved,,,,,,,,,
Indigo,openfda_labels,approved,,,,,,,,,
Indomethacin,openfda_labels,approved,,,,,,,,,
Industrotox,openfda_labels,approved,,,,,,,,,
Infliximab,clinicaltrials,COMPLETED,,,,,,,,,Not enough recruitment Lack of funding CR; Not enough patients meeting criteria to enroll in the time period
Infliximab; observational study,clinicaltrials,COMPLETED,,,,,,,,,
Influvac; subunit influenza vaccine,clinicaltrials,COMPLETED,,,,,,,,,
Injury Drops 2034,openfda_labels,approved,,,,,,,,,
Inmazeb,openfda_labels,approved,,,,,,,,,
Inon Ace,openfda_labels,approved,,,,,,,,,
Instant Erection,openfda_labels,approved,,,,,,,,,
Instant Hand Sanitizer,openfda_labels,approved,,,,,,,,,
Insulin Degludec,clinicaltrials,COMPLETED,,,,,,,,,
Insulin Glargine,clinicaltrials,COMPLETED,,,,,,,,,
Insulin Lispro Cartridge,clinicaltrials,COMPLETED,,,,,,,,,
Insulin Lispro Cartridge [Lyumjev],clinicaltrials,COMPLETED,,,,,,,,,
Insulin lispro,clinicaltrials,WITHDRAWN,,,,,,,,,
Insuline glargine,clinicaltrials,TERMINATED,,,,,,,,,prematurely terminated due to loss of interest
Integra F,openfda_labels,approved,,,,,,,,,
Intense Therapy Lip Balm Pineapple Mint,openfda_labels,approved,,,,,,,,,
Interferon,clinicaltrials,COMPLETED,,,,,,,,,
Intimate,openfda_labels,approved,,,,,,,,,
Intra-articular injection of SVF plus PRP,clinicaltrials,COMPLETED,,,,,,,,,
Intralipid,openfda_labels,approved,,,,,,,,,
Intramuscularly administered Ad5-nCoV vaccine,clinicaltrials,UNKNOWN,,,,,,,,,
Intrathecal (IT) cytarabine,clinicaltrials,WITHDRAWN,,,,,,,,,Withdrawn due to lack of participants.
Intravitreal AAVCAGsCD59,clinicaltrials,COMPLETED,,,,,,,,,
Intravitreal anti-VEGF,clinicaltrials,COMPLETED,,,,,,,,,
Ionite H,openfda_labels,approved,,,,,,,,,
Iparomlimab and Tuvonralimab Injection,clinicaltrials,NOT_YET_RECRUITING,,,,,,,,,
Ipilimumab,clinicaltrials,WITHDRAWN,,,,,,,,,Similar to another study.; Business objectives have changed; primary endpoint was not met
Ipratropium Bromide,openfda_labels,approved,,,,,,,,,
Ipratropium Bromide and Albuterol Sulfate,openfda_labels,approved,,,,,,,,,
Irbesartan,openfda_labels,approved,,,,,,,,,
Irinotecan,clinicaltrials,RECRUITING,,,,,,,,,"A pre-planned initial analysis concluded that the study was unlikely to achieve its primary objective of demonstrating superior progression-free survival. Based on the Steering Committee's recommendation, the Sponsor has closed the study.; PI departure from coordinating institution; The study was closed early due to low enrollment and new information regarding the benefit of the study regimen."
Iris and Romeo Weekend Skin,openfda_labels,approved,,,,,,,,,
Iris and Romeo Weekend Skin Warm Glow,openfda_labels,approved,,,,,,,,,
Irritable Bowel Syndrome Therapy,openfda_labels,approved,,,,,,,,,
Isopropyl Alcohol,openfda_labels,approved,,,,,,,,,
Isopropyl Rubbing Alcohol,openfda_labels,approved,,,,,,,,,
Isopropyl Rubbing Alcohol 50% with Wintergreen,openfda_labels,approved,,,,,,,,,
Isopropyl Rubbing Alcohol 91 percent,openfda_labels,approved,,,,,,,,,
Isopropyl alcohol,openfda_labels,approved,,,,,,,,,
Isoproterenol Hydrochloride,openfda_labels,approved,,,,,,,,,
Isoproterenol hydrochloride,openfda_labels,approved,,,,,,,,,
Isosorbide Mononitrate,openfda_labels,approved,,,,,,,,,Study has been cancelled and it has not been initiated.
Isotonic saline,clinicaltrials,COMPLETED,,,,,,,,,
Isotretinoin,openfda_labels,approved,,,,,,,,,
Itch Relief,openfda_labels,approved,,,,,,,,,
Itraconazole,clinicaltrials,COMPLETED,,,,,,,,,"Study early terminated due to lower drug exposure; In interim analysis, this study met the primary hypothesis.; Terminated due to safety findings"
Ivermectin,openfda_labels,approved,,,,,,,,,Lack of severe COVID-19 cases in the place of study
Ixekizumab,clinicaltrials,COMPLETED,,,,,,,,,
JAFRA Beauty advanced SILK MOISTURIZING SERUM FOUNDATION SUNSCREEN BROAD SPECTRUM SPF 15 CAPUCCINO D8,openfda_labels,approved,,,,,,,,,
JMKX001899,clinicaltrials,RECRUITING,,,,,,,,,
JNJ 39393406 120 mg solid X,clinicaltrials,COMPLETED,,,,,,,,,
JNJ 39393406 120 mg solid Y,clinicaltrials,COMPLETED,,,,,,,,,
JNJ 39393406 30 mg solid X,clinicaltrials,COMPLETED,,,,,,,,,
JNJ 39393406 30 mg solid Y,clinicaltrials,COMPLETED,,,,,,,,,
JNJ 39393406 30 mg solution,clinicaltrials,COMPLETED,,,,,,,,,
JNJ-53718678,clinicaltrials,TERMINATED,,,,,,,,,
JOINT HEALTH CAPSULES,openfda_labels,approved,,,,,,,,,
JUNEL FE 28 DAY,openfda_labels,approved,,,,,,,,,
JUNIOR STRENGTH ADVIL,openfda_labels,approved,,,,,,,,,
JUST CBD SOOTHING,openfda_labels,approved,,,,,,,,,
Jabonito Kids Green Apple Liquid,openfda_labels,approved,,,,,,,,,
Jemperli,openfda_labels,approved,,,,,,,,,
JetZone Jet Lag Prevention,openfda_labels,approved,,,,,,,,,
Jock Itch,openfda_labels,approved,,,,,,,,,
Jock Itch Powder,openfda_labels,approved,,,,,,,,,
Joint Therapy,openfda_labels,approved,,,,,,,,,
Joint and Tendon Rescue,openfda_labels,approved,,,,,,,,,
Joint health,openfda_labels,approved,,,,,,,,,
Josie Maran Argan Daily Moisturizer SPF47,openfda_labels,approved,,,,,,,,,
Justice Berry Scented Anti-bacterial Hand Sanitizer BFF,openfda_labels,approved,,,,,,,,,
K Phos Original,openfda_labels,approved,,,,,,,,,
KALI BROMATUM,openfda_labels,approved,,,,,,,,,
KALI CYANATUM,openfda_labels,approved,,,,,,,,,
KALI FLUORATUM,openfda_labels,approved,,,,,,,,,
"KALI MURIATICUM, GELSEMIUM, KALI BICHROMICUM, SABADILLA, HISTAMINUM, MOLD MIX.",openfda_labels,approved,,,,,,,,,
"KALI MURIATICUM,KALI SULPHURICUM,CALCAREA SULPHURICA,SILICEA",openfda_labels,approved,,,,,,,,,
KALI OXALICUM,openfda_labels,approved,,,,,,,,,
KALI PHOSPHORICUM,openfda_labels,approved,,,,,,,,,
"KALI PHOSPHORICUM, AMBRA GRISEA, CACAO, PHOSPHORICUM ACIDUM, ARNICA MONTANA, CALCAREA CARBONICA, CEREBRUM SUIS, GLANDULA SUPRARENALIS SUIS, LITHIUM CARBONICUM, ACONITUM NAPELLUS, ARGEMONE MEXICANA, ARSENICUM ALBUM, CICUTA VIROSA, HYOSCYAMUS NIGER, IGNATIA TIGRINUM, NATRUM MURIATICUM, TARENTULA HISPANICA, STRAMONIUM, BUTHUS AUSTRALIS",openfda_labels,approved,,,,,,,,,
KANKA SoftBrush,openfda_labels,approved,,,,,,,,,
KEROSENE - SULFUR - THUJA OCCIDENTALIS LEAFY,openfda_labels,approved,,,,,,,,,
"KEROSENE,GRAPHITE, CALCIUM SULFIDE, SEPIA OFFICINALIS JUICE, SULFUR, AND THUJA OCCIDENTALIS LEAFY TWIG",openfda_labels,approved,,,,,,,,,
KETOCONAZOLE,openfda_labels,approved,,,,,,,,"Dyspnoea, Throat tightness; Adverse event, Toxicity to various agents, Off label use; Migraine; Chills, Dyspnoea; Electrocardiogram QT prolonged, Drug interaction, Off label use",
