product_ndc,generic_name,brand_name,labeler_name,active_ingredients,dosage_form,route,product_type,marketing_category,application_number
63548-0664,Fexofenadine HCl,Allergy Relief,PLD Acquisitions LLC DBA Avma Pharma Solutions,FEXOFENADINE HYDROCHLORIDE (180 mg/1),TABLET,ORAL,HUMAN OTC DRUG,ANDA,ANDA204097
63629-1961,Metoclopramide,Metoclopramide,Bryant Ranch Prepack,METOCLOPRAMIDE HYDROCHLORIDE (5 mg/5mL),SOLUTION,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA071402
63629-2352,Testosterone,Testosterone,Bryant Ranch Prepack,TESTOSTERONE (20.25 mg/1.25g),"GEL, METERED",TRANSDERMAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA210835
0268-8095,CLADOSPORIUM CLADOSPORIOIDES,CLADOSPORIUM CLADOSPORIOIDES,"ALK-Abello, Inc.",CLADOSPORIUM CLADOSPORIOIDES (.05 g/mL),"INJECTION, SOLUTION",PERCUTANEOUS,NON-STANDARDIZED ALLERGENIC,BLA,BLA103753
65219-477,"SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, CALCIUM CHLORIDE",LACTATED RINGERS,"Fresenius Kabi USA, LLC",CALCIUM CHLORIDE (20 mg/100mL); POTASSIUM CHLORIDE (30 mg/100mL); SODIUM CHLORIDE (600 mg/100mL); SODIUM LACTATE (310 mg/100mL),"INJECTION, SOLUTION",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,ANDA,ANDA209338
65692-0527,Cranberry Orange SPF 15 Broad Spectrum Lip Balm,Cranberry Orange SPF 15 Broad Spectrum Lip Balm,"Raining Rose, Inc",AVOBENZONE (.09 g/4.25g); OCTINOXATE (.28 g/4.25g); OCTISALATE (.21 g/4.25g); OCTOCRYLENE (.06 g/4.25g),STICK,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
65852-003,"Dextromethorphan HBr, Guaifenesin",Childrens Giltuss Honey Cough and Chest Congestion,"Dextrum Laboratories, Inc",DEXTROMETHORPHAN HYDROBROMIDE (10 mg/5mL); GUAIFENESIN (100 mg/5mL),SOLUTION,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
65862-402,Divalproex Sodium,Divalproex Sodium,Aurobindo Pharma Limited,DIVALPROEX SODIUM (250 mg/1),"TABLET, DELAYED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA090554
63868-704,"dextrose(glucose),Levulose(fructose),Phosphoric acid",Anti Nausea Liquid Cherry Flavor,QUALITY CHOICE (CHAIN DRUG MARKETING ASSOCIATION),"DEXTROSE, UNSPECIFIED FORM (1.87 g/5mL); FRUCTOSE (1.87 g/5mL); PHOSPHORIC ACID (21.5 mg/5mL)",SOLUTION,ORAL,HUMAN OTC DRUG,UNAPPROVED DRUG OTHER,
63941-541,Tolnaftate Athletes Foot Powder Spray Talc Free,Tolnafate,"VALU MERCHANDISERS, CO",TOLNAFTATE (1.3 g/130g),"AEROSOL, SPRAY",TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M005
64253-020,Sterile Water for Injection,Sterile Water,"Medefil, Inc.",WATER (100 mL/100mL),"INJECTION, SOLUTION","INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",HUMAN PRESCRIPTION DRUG,ANDA,ANDA211188
64406-029,zuranolone,ZURZUVAE,Biogen MA Inc.,ZURANOLONE (20 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA217369
64942-1855,Powder Antiperspirant Deodorant,Dove,Conopco Inc. d/b/a/ Unilever,ALUMINUM CHLOROHYDRATE (19.6 g/100g),STICK,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M019
64942-2141,Advanced Peach and Chamomile Tea Dry Spray 72h Antiperspirant Deodorant,Dove,"Conopco, Inc. d/b/a Unilever",ALUMINUM SESQUICHLOROHYDRATE (15.2 g/100g),"AEROSOL, SPRAY",TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M019
64942-2391,Apple Cider Vinegar Anti-dandruff Leave-in,Shea Moisture,"Conopco, Inc. d/b/a Unilever",SALICYLIC ACID (1.8 g/100mL),LIQUID,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M032
64850-253,Ropinirole,Ropinirole,"Elite Laboratories, Inc.",ROPINIROLE HYDROCHLORIDE (8 mg/1),"TABLET, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA217862
64980-688,ENALAPRIL MALEATE,ENALAPRIL MALEATE,"Rising Pharma Holdings, Inc.",ENALAPRIL MALEATE (20 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA218531
65044-3134,Cashew Nut Anacardium occidentalie,"Food - Plant Source, Cashew Nut Anacardium occidentalie",Jubilant HollisterStier LLC,CASHEW (.1 g/mL),"INJECTION, SOLUTION","PERCUTANEOUS, SUBCUTANEOUS",NON-STANDARDIZED ALLERGENIC,BLA,BLA103888
65145-149,phenylephrine hydrochloride,PHENYLEPHRINE HYDROCHLORIDE,Caplin Steriles Limited,PHENYLEPHRINE HYDROCHLORIDE (25 mg/mL),SOLUTION/ DROPS,OPHTHALMIC,HUMAN PRESCRIPTION DRUG,ANDA,ANDA215183
65162-778,Budesonide,Budesonide,Amneal Pharmaceuticals LLC,BUDESONIDE (3 mg/1),"CAPSULE, DELAYED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA206200
68001-533,Skin Protectant,Zinc Oxide,BluePoint Laboratories,ZINC OXIDE (20 g/100g),OINTMENT,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M016
68016-552,"Piperonyl butoxide, Pyrethrum extract",Premier Value Lice Treatment Kit,PHARMACY VALUE ALLIANCE LLC,,KIT,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M031
68071-2228,Glimepiride,Glimepiride,"NuCare Pharmaceuticals,Inc.",GLIMEPIRIDE (4 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA077091
68071-3352,Diphenhydramine HCL,Diphenhydramine HCL,"NuCare Pharmaceuticals, Inc.",DIPHENHYDRAMINE HYDROCHLORIDE (25 mg/1),CAPSULE,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M013
65862-784,Esomeprazole Magnesium,Esomeprazole Magnesium,Aurobindo Pharma Limited,ESOMEPRAZOLE MAGNESIUM DIHYDRATE (40 mg/1),"CAPSULE, DELAYED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA205606
66096-157,"Chenopodium Anthelminticum, Cina, Cucurbita, Pepo, Cuprum Oxydatum Nigrum, Filix Mas, Granatum, Kousso, Ratanhia, Santoninum, Sabadilla, Spigelia, Teucrium Marum.",OHM Parasites,OHM PHARMA INC.,ARTEMISIA CINA PRE-FLOWERING TOP (6 [hp_X]/59mL); CUPRIC OXIDE (12 [hp_X]/59mL); DRYOPTERIS FILIX-MAS ROOT (4 [hp_X]/59mL); DYSPHANIA AMBROSIOIDES (6 [hp_X]/59mL); HAGENIA ABYSSINICA FLOWER (7 [hp_X]/59mL); KRAMERIA LAPPACEA ROOT (4 [hp_X]/59mL); PUMPKIN SEED (3 [hp_X]/59mL); PUNICA GRANATUM ROOT BARK (4 [hp_X]/59mL); SANTONIN (10 [hp_X]/59mL); SCHOENOCAULON OFFICINALE SEED (4 [hp_X]/59mL); SPIGELIA MARILANDICA ROOT (4 [hp_X]/59mL); TEUCRIUM MARUM (4 [hp_X]/59mL),LIQUID,ORAL,HUMAN PRESCRIPTION DRUG,UNAPPROVED HOMEOPATHIC,
0338-0411,Lidocaine Hydrochloride,Lidocaine Hydrochloride and Dextrose,Baxter Healthcare Corporation,LIDOCAINE HYDROCHLORIDE (8 mg/mL),"INJECTION, SOLUTION",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,NDA,NDA018461
66715-6355,Calcium Carbonate 750 mg,"Extra Strength Antacid Tablets, Caseys 4good","Lil' Drug Store Prodsucts, Inc.",CALCIUM CARBONATE (750 mg/1),"TABLET, CHEWABLE",ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M001
67091-365,Calcium Carbonate,WinCo FOODS Antacid Ultra Strength,"WINCO FOODS, LLC",CALCIUM CARBONATE (1000 mg/1),"TABLET, CHEWABLE",ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M001
66949-124,Benzalkonium Chloride,Zep Blue Sky AB,Zep Inc.,BENZALKONIUM CHLORIDE (.13 g/100mL),LIQUID,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,505G(a)(3)
67046-1515,Clarithromycin,Clarithromycin,Coupler LLC,CLARITHROMYCIN (500 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA065136
0338-1019,NAFCILLIN,NAFCILLIN,Baxter Healthcare Corporation,NAFCILLIN SODIUM (2 g/100mL),"INJECTION, SOLUTION",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,NDA,NDA050655
67239-0209,articaine hydrochloride and epinephrine bitartrate,Articaine HCl and Epinephrine,Safco Dental Supply Co.,ARTICAINE HYDROCHLORIDE (40 mg/mL); EPINEPHRINE BITARTRATE (10 ug/mL),INJECTION,SUBMUCOSAL,HUMAN PRESCRIPTION DRUG,NDA AUTHORIZED GENERIC,NDA022466
67457-182,esmolol hydrochloride,Esmolol Hydrochloride,Mylan Institutional LLC,ESMOLOL HYDROCHLORIDE (10 mg/mL),"INJECTION, SOLUTION",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,ANDA,ANDA076474
67751-001,Hydrogen Peroxide,Hydrogen Peroxide,Navajo Manufacturing Company Inc.,HYDROGEN PEROXIDE (3 mL/100mL),SOLUTION,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M003
67877-440,Rosuvastatin Calcium,Rosuvastatin Calcium,"Ascend Laboratories, LLC",ROSUVASTATIN CALCIUM (10 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA206465
67919-041,tedizolid phosphate,SIVEXTRO,Merck Sharp & Dohme LLC,TEDIZOLID PHOSPHATE (200 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA205435
0363-1277,"METHENAMINE, SODIUM SALICYLATE",Walgreens Pain Relief plus UTI Bacteria Control,Walgreen Company,METHENAMINE (162 mg/1); SODIUM SALICYLATE (162.5 mg/1),TABLET,ORAL,HUMAN OTC DRUG,UNAPPROVED DRUG OTHER,
68788-7102,ESTRADIOL,ESTRADIOL,Preferred Pharmaceuticals Inc.,ESTRADIOL (1 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA040275
68788-7973,methocarbamol,Methocarbamol,"Preferred Pharmaceuticals, Inc",METHOCARBAMOL (500 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA040489
68788-8425,Pravastatin Sodium,Pravastatin Sodium,Preferred Pharmaceuticals Inc.,PRAVASTATIN SODIUM (10 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA077987
68071-3678,Amoxicillin,Amoxicillin,NuCare Pharmaceuticals Inc.,AMOXICILLIN (250 mg/5mL),"POWDER, FOR SUSPENSION",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA065322
68071-3938,"Dextromethorphan HBr, Guaifenesin",Guaiasorb DM,"NuCare Pharmaceuticals, Inc.",DEXTROMETHORPHAN HYDROBROMIDE (10 mg/5mL); GUAIFENESIN (100 mg/5mL),LIQUID,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
68071-4859,diclofenac sodium,diclofenac sodium,"NuCare Pharmaceuticals,Inc.",DICLOFENAC SODIUM (30 mg/g),GEL,TOPICAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA210893
68078-045,Titanium Dioxide and Zinc Oxide,Bronzing Primer SPF 20,Colorescience,TITANIUM DIOXIDE (50 mg/mL); ZINC OXIDE (4.5 mg/mL),LIQUID,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
68083-606,Phytonadione,Phytonadione,Gland Pharma Limited,PHYTONADIONE (10 mg/mL),"INJECTION, EMULSION","INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",HUMAN PRESCRIPTION DRUG,ANDA,ANDA217386
68094-147,Dexmedetomidine Hydrochloride,Dexmedetomidine Hydrochloride in Sodium Chloride,"Precision Dose, Inc.",DEXMEDETOMIDINE HYDROCHLORIDE (4 ug/mL),"INJECTION, SOLUTION",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,ANDA,ANDA212857
68180-404,CEFPROZIL,CEFPROZIL,"Lupin Pharmaceuticals, Inc.",CEFPROZIL (500 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA065276
68196-177,Acetaminophen,Acetaminophen,SAM'S WEST INC,ACETAMINOPHEN (500 mg/1),TABLET,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M013
68382-188,Dipyridamole,Dipyridamole,Zydus Pharmaceuticals USA Inc.,DIPYRIDAMOLE (50 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA040874
68391-012,Nicotine polacrilex,Berkley and Jensen NICOTINE,BJWC,NICOTINE (2 mg/1),"GUM, CHEWING",ORAL,HUMAN OTC DRUG,ANDA,ANDA206394
68462-357,Potassium Chloride,Potassium Chloride,"Glenmark Pharmaceuticals Inc., USA",POTASSIUM CHLORIDE (750 mg/1),"CAPSULE, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA202868
0363-1094,Menthol,Sugar Free Honey Lemon Cough Drops,Walgreen,MENTHOL (7.6 mg/1),LOZENGE,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
0054-0057,Digoxin,Digoxin,Hikma Pharmaceuticals USA Inc.,DIGOXIN (.05 mg/mL),SOLUTION,ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA021648
69693-512,"methenamine, sodium salicylate",Cystex Plus,"Clarion Brands, LLC",METHENAMINE (162 mg/1); SODIUM SALICYLATE (162.5 mg/1),TABLET,ORAL,HUMAN OTC DRUG,UNAPPROVED DRUG OTHER,
69842-027,Omeprazole Magnesium,Omeprazole Magnesium,CVS Health Corp.,OMEPRAZOLE MAGNESIUM (20 mg/1),"CAPSULE, DELAYED RELEASE",ORAL,HUMAN OTC DRUG,ANDA,ANDA078878
69842-573,"Benzyl alcohol, Lidocaine hydrochloride",CVS Maximum Strength LIDOCAINE PLUS,CVS Pharmacy Inc.,BENZYL ALCOHOL (10 g/100g); LIDOCAINE HYDROCHLORIDE (4 g/100g),SPRAY,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,505G(a)(3)
69842-994,Cetirizine hydrochloride and pseudoephedrine hydrochloride,Allergy Relief-D,CVS PHARMACY,CETIRIZINE HYDROCHLORIDE (5 mg/1); PSEUDOEPHEDRINE HYDROCHLORIDE (120 mg/1),"TABLET, EXTENDED RELEASE",ORAL,HUMAN OTC DRUG,ANDA,ANDA090922
69097-655,ritonavir 100 mg,Ritonavir film coated,Cipla USA Inc.,RITONAVIR (100 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA202573
68788-8703,Gabapentin,Gabapentin,Preferred Pharmaceuticals Inc.,GABAPENTIN (300 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA206943
68828-504,"octinoxate, zinc oxide",Royal Jelly Radiance Foundation Broad Spectrum SPF 20 Earth,"Distribuidora Comercial Jafra, S.A. de C.V.",OCTINOXATE (3 g/100mL); ZINC OXIDE (6.8 g/100mL),LIQUID,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
69039-662,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Sun Bum Daily Gel Gel Sunscreen Moisturizer Broad Spectrum SPF 50,"Sun Bum, LLC",AVOBENZONE (30 mg/mL); HOMOSALATE (90 mg/mL); OCTISALATE (50 mg/mL); OCTOCRYLENE (100 mg/mL),GEL,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
69168-174,Magnesium Oxide 400mg,Magnesium Oxide 400mg,Allegiant Health,MAGNESIUM OXIDE (400 mg/1),TABLET,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M001
69238-1262,Fenofibrate,Fenofibrate,Amneal Pharmaceuticals NY LLC,FENOFIBRATE (54 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA209950
69256-337,"Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride",Mucus Relief Severe Congestion and Cough Maximum Strength,"Harris Teeter, LLC",DEXTROMETHORPHAN HYDROBROMIDE (20 mg/20mL); GUAIFENESIN (400 mg/20mL); PHENYLEPHRINE HYDROCHLORIDE (10 mg/20mL),LIQUID,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
69315-324,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,"Leading Pharma, LLC",PHENYLEPHRINE HYDROCHLORIDE (100 mg/mL),SOLUTION,OPHTHALMIC,HUMAN PRESCRIPTION DRUG,ANDA,ANDA215183
69367-415,Theophylline Anhydrous,Theophylline (Anhydrous),"Westminster Pharmaceuticals, LLC",THEOPHYLLINE ANHYDROUS (600 mg/1),"TABLET, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA040560
69423-561,Aluminum Zirconium Tetrachlorohydrex Gly,Secret Invigorating Citrus Invisible,The Procter & Gamble Manufacturing Company,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY (15 g/100g),STICK,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M019
69423-964,"acetaminophen, phenylephrine hydrochloride, dextromethorphan hydrobromide, and guaifenesin",Vicks Formula 44 VapoCool Cough and Chest Congestion,The Procter & Gamble Manufacturing Company,ACETAMINOPHEN (650 mg/30mL); DEXTROMETHORPHAN HYDROBROMIDE (20 mg/30mL); GUAIFENESIN (400 mg/30mL); PHENYLEPHRINE HYDROCHLORIDE (10 mg/30mL),SOLUTION,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
69452-487,Castor Oil,Castor Oil,BIONPHARMA INC.,CASTOR OIL (1 mg/mL),LIQUID,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M007
69584-362,Hydrochlorothiazide,Hydrochlorothiazide,"Oxford Pharmaceuticals, LLC",HYDROCHLOROTHIAZIDE (50 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA087068
70518-4331,Dicyclomine Hydrochloride,Dicyclomine Hydrochloride,REMEDYREPACK INC.,DICYCLOMINE HYDROCHLORIDE (10 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA040319
70550-605,Minoxidil,Minoxidil 5 Percent (For Women),PROFECTUS BEAUTY LLC,MINOXIDIL (50 mg/g),"AEROSOL, FOAM",TOPICAL,HUMAN OTC DRUG,ANDA,ANDA209074
70677-1107,loperamide HCl,foster and thrive anti-diarrheal,Strategic Sourcing Services LLC,LOPERAMIDE HYDROCHLORIDE (1 mg/7.5mL),SOLUTION,ORAL,HUMAN OTC DRUG,ANDA,ANDA091292
70700-158,midodrine hydrochloride,Midodrine Hydrochloride,"Xiromed, LLC",MIDODRINE HYDROCHLORIDE (5 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA207849
0363-9802,"camphor, eucalyptus oil, menthol",Walgreens Lavender Chest Rub,Walgreen Company,CAMPHOR (NATURAL) (47 mg/g); EUCALYPTUS OIL (12 mg/g); MENTHOL (26 mg/g),OINTMENT,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
70000-0714,Esomeprazole Magnesium,Esomeprazole Magnesium,"LEADER/ Cardinal Health 110, Inc.",ESOMEPRAZOLE MAGNESIUM (20 mg/1),"CAPSULE, DELAYED RELEASE",ORAL,HUMAN OTC DRUG,ANDA,ANDA207198
69968-0396,Zinc Oxide,Desitin Maximum Strength Zinc Oxide Diaper Rash,Kenvue Brands LLC,ZINC OXIDE (400 mg/g),PASTE,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M016
0054-0372,lisdexamfetamine dimesylate,Lisdexamfetamine Dimesylate,Hikma Pharmaceuticals USA Inc.,LISDEXAMFETAMINE DIMESYLATE (40 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA202827
70069-081,Moxifloxacin Hydrochloride,Moxifloxacin Hydrochloride,"Somerset Therapeutics, LLC",MOXIFLOXACIN HYDROCHLORIDE (5 mg/mL),SOLUTION/ DROPS,OPHTHALMIC,HUMAN PRESCRIPTION DRUG,ANDA,ANDA209698
70108-123,Ethyl Alcohol,Smart Care MEADOW MIRAGE HAND SANITIZER,"Ashtel Studios, Inc.",ALCOHOL (70 mL/100mL),SPRAY,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,505G(a)(3)
70121-2715,Methylene blue,Methylene blue,Amneal Pharmaceuticals LLC,METHYLENE BLUE (5 mg/mL),"INJECTION, SOLUTION",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,ANDA,ANDA216955
70385-2022,Epinephrine 0.3 Adults,Epinephrine 0.3 Adults,Sina Health Inc,EPINEPHRINE (.3 mg/.3mL),INJECTION,SUBCUTANEOUS,HUMAN PRESCRIPTION DRUG,NDA AUTHORIZED GENERIC,NDA020800
70512-038,Diclofenac Sodium Topical,Diclofenac Sodium 1.5%,SOLA Pharmaceuticals,DICLOFENAC SODIUM (16.05 mg/mL),SOLUTION,TOPICAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA204132
70518-1310,ESZOPICLONE,ESZOPICLONE,REMEDYREPACK INC.,ESZOPICLONE (2 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA208451
70518-2453,Mirtazapine,Mirtazapine,REMEDYREPACK INC.,MIRTAZAPINE (15 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA076921
70518-3415,cyclobenzaprine hydrochloride,CYCLOBENZAPRINE HYDROCHLORIDE,REMEDYREPACK INC.,CYCLOBENZAPRINE HYDROCHLORIDE (10 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA208170
70518-3979,Amitriptyline Hydrochloride,Amitriptyline Hydrochloride,REMEDYREPACK INC.,AMITRIPTYLINE HYDROCHLORIDE (75 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA214548
0404-9818,AMPICILLIN SODIUM,AMPICILLIN,"Henry Schein, Inc.",AMPICILLIN SODIUM (2 g/1),"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,ANDA,ANDA065499
71288-432,Enoxaparin Sodium,Enoxaparin Sodium,Meitheal Pharmaceuticals Inc.,ENOXAPARIN SODIUM (100 mg/mL),INJECTION,SUBCUTANEOUS,HUMAN PRESCRIPTION DRUG,ANDA,ANDA206834
71335-0292,Celecoxib,Celecoxib,Bryant Ranch Prepack,CELECOXIB (100 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA204197
71335-0886,metformin hydrochloride,METFORMIN HYDROCHLORIDE,Bryant Ranch Prepack,METFORMIN HYDROCHLORIDE (500 mg/1),"TABLET, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA201991
70748-153,Penicillamine,Penicillamine,"Lupin Pharmaceuticals, Inc.",PENICILLAMINE (250 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA212933
70764-208,"OCTINOXATE, OCTISALATE, ZINC OXIDE",AROMA MATTE DAY SUNSCREEN SPF-30,CONTROL CORRECTIVE SKINCARE INC,OCTINOXATE (6.9 g/100mL); OCTISALATE (3 g/100mL); ZINC OXIDE (4 g/100mL),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
70771-1502,Isosorbide dinitrate,Isosorbide dinitrate,Zydus Lifesciences Limited,ISOSORBIDE DINITRATE (10 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA213057
70710-1411,BORTEZOMIB,BORTEZOMIB,Zydus Pharmaceuticals USA Inc.,BORTEZOMIB (1 mg/mL),"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","INTRAVENOUS, SUBCUTANEOUS",HUMAN PRESCRIPTION DRUG,ANDA,ANDA210204
70771-1888,sitagliptin and metformin hydrochloride,Sitagliptin and Metformin Hydrochloride,Zydus Lifesciences Limited,METFORMIN HYDROCHLORIDE (1000 mg/1); SITAGLIPTIN (100 mg/1),"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,NDA AUTHORIZED GENERIC,NDA216778
70954-433,Tadalafil,Tadalafil,"ANI Pharmaceuticals, Inc.",TADALAFIL (5 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA215949
71101-028,"camphor, menthol, eucalyptus oil",HealthWise Chest Rub Lemon,Veridian Healthcare,CAMPHOR (SYNTHETIC) (.048 g/g); EUCALYPTUS OIL (.012 g/g); MENTHOL (.026 g/g),OINTMENT,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
71205-014,Amoxicillin and Clavulanate Potassium,AMOXICILLIN AND CLAVULANATE POTASSIUM,Proficient Rx LP,AMOXICILLIN (500 mg/1); CLAVULANATE POTASSIUM (125 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA205707
71205-317,Gabapentin,Gabapentin,Proficient Rx LP,GABAPENTIN (100 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA206943
71205-601,Acetaminophen,Good Sense Childrens Pain and Fever,Proficient Rx LP,ACETAMINOPHEN (160 mg/5mL),SUSPENSION,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M013
0404-9787,HYDRALAZINE HYDROCHLORIDE,Hydralazine Hydrochloride,"Henry Schein, Inc.",HYDRALAZINE HYDROCHLORIDE (20 mg/mL),INJECTION,"INTRAMUSCULAR, INTRAVENOUS",HUMAN PRESCRIPTION DRUG,ANDA,ANDA040388
71858-0150,Levothyroxine Sodium,Tirosint SOL,IBSA Pharma Inc.,LEVOTHYROXINE SODIUM (150 ug/mL),SOLUTION,ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA206977
71872-7310,SODIUM BICARBONATE,Sodium Bicarbonate,"Medical Purchasing Solutions, LLC",SODIUM BICARBONATE (84 mg/mL),"INJECTION, SOLUTION",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,ANDA,ANDA211091
71921-307,Varenicline Tartrate,Varenicline,"Florida Pharmaceutical Products, LLC",,KIT,,HUMAN PRESCRIPTION DRUG,ANDA,ANDA219106
72036-941,"Avobenzone, Homosalate, Octisalate","Avobenzone, Homosalate, Octisalate",HARRIS TEETER,AVOBENZONE (30 mg/g); HOMOSALATE (100 mg/g); OCTISALATE (50 mg/g),SPRAY,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
